,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,72,74,85,73,66,74,73,71,95,89,88,71,42,75,82,63,75,65,61,74,98,29,81,97,84,57,92,66,53,87,84,52,71,85,75,75,45,70,79,93,92,81,84,71,76,52,87,67,80,78,80,81,71,53,85,74,64,57,70,58,62,89,77,52,82,70,71,67,89,63,75,77,69,72,91,89,80,87,89,87,74,78,66,56,76,59,78,80,67,80,19,49,71,62,62,73,73,62,69,78,72.72
0.55,80,78,47,68,77,79,74,62,70,84,75,82,55,66,90,71,73,61,81,74,71,42,60,82,72,68,77,68,76,84,75,51,77,89,79,68,57,74,57,81,86,85,58,83,82,78,83,68,72,81,77,64,72,58,89,62,75,77,52,57,91,77,69,17,78,72,75,77,77,65,70,69,71,68,79,81,67,81,82,70,68,73,68,68,68,77,60,83,73,79,22,58,76,72,63,66,78,71,80,82,71.35
0.6,32,82,65,74,71,69,8,37,91,87,42,70,31,80,14,64,73,30,103,22,83,67,83,77,67,35,70,8,62,88,78,5,76,81,77,78,5,24,16,75,37,71,14,12,86,37,82,72,78,86,58,47,8,5,82,78,8,48,75,22,56,67,88,35,86,21,5,28,77,8,76,49,8,11,91,79,79,43,86,46,11,79,8,66,29,72,71,25,78,86,39,8,39,92,15,30,66,67,52,71,53.49
0.65,51,35,41,29,30,50,37,42,49,43,44,23,53,21,25,18,14,37,102,22,15,56,31,47,26,65,30,42,16,39,29,24,34,17,31,16,45,59,25,13,25,15,46,17,44,30,31,18,32,26,8,50,39,23,20,19,48,30,16,60,62,27,25,16,31,42,31,35,21,20,27,39,37,50,46,25,21,37,26,8,31,34,31,37,62,30,27,11,29,61,55,34,56,48,39,42,15,32,65,16,34.04
0.7,83,49,52,45,56,67,45,57,84,49,86,47,78,48,31,41,42,86,45,47,30,74,62,51,68,75,52,48,38,65,57,35,56,52,60,46,69,50,51,42,35,42,79,34,28,52,49,67,48,43,30,56,71,24,35,40,55,49,45,61,8,35,44,40,55,62,64,35,58,44,55,64,52,35,57,42,41,72,47,36,56,56,42,38,42,70,52,34,39,15,50,28,76,71,56,60,44,40,14,40,50.31
0.75,72,60,37,46,76,82,55,69,71,73,80,77,76,54,61,62,43,71,66,46,35,5,74,51,60,50,72,78,50,71,60,51,56,52,81,38,65,57,64,56,55,58,72,40,67,8,63,57,43,60,50,58,93,61,52,52,88,46,57,78,26,79,59,46,64,82,65,50,60,71,49,67,75,48,63,58,44,83,47,48,79,71,54,44,51,62,41,44,50,54,7,74,79,57,71,53,59,46,40,48,58.29
0.8,18,45,56,23,65,75,63,64,85,66,71,68,56,66,59,66,70,71,69,28,51,22,59,17,83,55,68,68,77,77,61,85,15,28,63,64,79,24,69,87,63,66,74,54,61,38,31,87,13,57,72,17,70,55,66,73,67,49,70,31,33,80,63,60,71,74,71,49,61,59,62,83,76,69,67,76,66,76,60,56,70,79,56,21,79,64,57,68,32,51,15,64,36,14,64,55,72,24,69,64,58.16
0.85,38,66,72,44,42,41,62,31,20,14,18,73,23,28,75,54,76,13,40,55,59,34,50,40,41,31,39,86,69,18,24,72,33,59,25,32,78,44,65,78,59,69,47,55,20,64,83,41,34,21,77,25,80,82,70,43,86,74,27,55,97,83,35,22,51,41,63,20,51,63,13,36,70,68,18,48,23,26,32,67,72,26,55,33,66,42,22,60,52,82,51,69,65,49,19,24,68,29,74,44,49.03
0.9,44,45,62,59,24,30,9,38,31,35,23,13,36,57,8,59,67,41,67,44,64,52,58,34,58,43,56,25,34,33,34,40,74,41,57,57,11,42,8,71,16,21,23,35,46,81,29,61,36,41,69,47,13,35,16,61,8,53,53,34,74,61,53,42,56,15,24,41,65,15,29,8,27,31,35,60,65,33,43,62,15,47,8,63,12,43,50,23,62,56,41,18,32,61,45,49,21,40,73,54,41.14
0.95,56,46,34,57,40,61,41,36,69,45,47,47,45,39,34,28,15,50,35,78,13,58,64,74,39,73,40,37,44,79,54,13,68,44,35,48,14,75,32,13,29,23,58,39,58,71,64,37,62,46,30,71,18,49,40,33,36,77,20,81,63,14,28,37,33,33,39,41,44,37,44,28,58,43,47,28,33,62,34,28,47,54,23,80,49,34,51,16,36,86,58,49,65,81,61,52,28,80,71,24,45.81
1,64,54,55,73,59,69,46,55,89,76,74,65,69,42,42,53,41,70,51,63,37,65,60,70,64,74,59,8,48,77,50,22,71,40,50,75,18,65,56,36,15,37,63,38,39,68,64,33,67,49,21,62,30,8,50,60,78,58,51,73,26,29,59,46,42,52,52,47,57,46,65,46,69,48,71,40,69,83,50,19,60,96,53,65,53,44,67,20,64,27,19,61,77,82,71,85,57,69,5,47,53.57
1.05,67,70,15,71,66,79,73,73,69,59,80,86,71,65,68,58,36,73,54,59,49,9,62,69,61,74,62,47,80,85,64,44,68,51,72,62,53,69,55,53,38,57,99,25,58,8,81,49,64,71,54,65,51,38,76,65,87,55,42,74,52,47,59,59,55,78,57,79,55,60,62,71,73,47,64,55,62,82,24,43,90,72,70,43,35,50,66,42,64,43,19,46,80,79,56,71,64,76,38,67,59.93
1.1,20,20,44,13,74,72,64,58,77,71,72,87,72,62,65,63,67,75,13,17,78,31,17,13,59,23,53,53,71,58,76,70,13,13,70,66,68,32,65,71,55,60,68,51,59,38,47,20,13,66,54,13,62,48,68,75,67,12,47,16,66,82,70,54,38,56,61,51,48,59,62,64,79,66,62,65,71,89,53,41,69,75,72,44,66,61,73,39,32,58,28,56,28,19,23,71,86,18,37,70,53.07
1.15,41,46,81,39,27,26,78,19,17,13,13,75,8,19,68,40,58,13,35,48,70,45,28,31,37,28,25,61,25,21,20,81,30,36,31,52,56,47,74,74,53,69,86,41,46,45,55,52,36,33,60,46,56,67,78,28,81,44,27,36,91,86,28,11,21,26,5,53,13,43,28,63,30,37,18,26,19,34,39,82,51,13,82,59,75,23,13,46,58,67,49,64,65,44,26,13,65,39,46,62,43.88
1.2,65,23,83,54,28,43,17,31,35,52,37,13,32,45,8,55,75,32,72,39,73,42,46,39,50,69,30,96,24,59,26,69,44,60,35,54,23,73,24,69,50,19,8,9,63,67,13,68,44,58,59,64,8,76,17,56,8,50,28,57,83,70,65,24,19,34,20,61,20,11,53,25,19,71,46,42,51,13,51,74,23,48,48,77,22,45,39,15,34,23,54,35,21,78,43,55,17,53,63,39,43.5
1.25,60,43,77,67,46,62,52,43,85,46,61,36,41,33,22,43,36,71,64,70,13,83,69,65,46,78,24,70,49,66,60,29,71,85,24,93,43,75,20,13,56,60,41,20,88,56,34,87,76,63,30,85,29,73,43,43,30,72,15,80,32,17,46,48,33,58,41,11,51,22,76,35,69,52,59,36,56,36,53,40,51,65,8,64,41,26,55,35,68,48,57,39,42,69,76,58,49,64,57,52,51.1
1.3,64,53,77,73,57,61,37,75,71,90,82,74,59,47,32,52,47,70,72,65,38,72,66,69,57,76,43,18,65,83,66,38,74,73,35,57,42,70,18,54,8,59,39,53,53,66,48,75,55,70,26,83,36,6,70,73,39,66,28,58,11,43,75,79,29,87,59,23,74,19,74,63,64,52,66,50,71,73,61,8,57,91,28,29,53,51,77,37,58,36,5,55,54,97,66,99,63,89,5,55,55.69
1.35,63,64,18,70,66,68,63,62,58,75,77,74,65,72,51,59,55,73,72,21,67,9,68,72,68,82,42,29,92,74,71,35,65,74,55,91,69,13,56,76,31,69,85,66,76,9,93,81,77,63,52,84,66,60,69,75,61,73,40,65,32,49,65,94,44,72,100,58,69,39,73,55,62,8,69,62,67,76,18,32,69,81,43,36,34,53,68,52,34,60,9,58,75,81,68,76,66,78,23,69,60.06
1.4,27,60,24,13,72,15,61,38,53,79,76,86,65,64,60,63,59,76,15,30,81,22,14,13,62,14,43,44,73,13,81,28,18,18,29,13,52,36,59,97,47,46,70,79,63,37,74,28,13,27,53,13,72,38,89,57,65,16,56,38,38,69,64,52,44,65,67,77,70,40,26,64,84,34,27,68,68,99,35,57,51,78,87,60,46,91,67,51,52,70,23,49,44,26,16,71,70,32,45,60,50.64
1.45,50,74,19,44,48,38,75,62,17,13,24,76,9,21,57,16,48,20,43,43,80,37,31,17,14,30,53,50,18,26,13,57,50,36,56,30,66,56,91,69,58,59,66,64,13,48,78,51,23,55,60,58,77,70,81,13,56,24,55,55,44,61,25,70,13,21,28,73,27,54,53,8,63,57,26,20,20,68,41,74,53,13,74,78,47,37,15,64,74,70,49,56,54,37,36,13,31,43,51,28,45.1
1.5,57,53,31,58,57,59,24,73,18,48,47,13,26,41,12,45,65,15,77,78,72,38,55,39,17,56,34,53,33,49,31,51,57,53,52,46,17,91,53,87,65,26,10,36,45,67,16,45,44,41,72,64,15,59,15,34,10,39,17,97,71,28,46,8,28,34,20,68,45,22,61,44,13,65,35,64,61,15,69,69,22,58,70,70,8,43,36,7,27,31,78,8,13,59,62,45,18,22,71,58,43.7
1.55,68,13,65,89,49,77,45,80,13,59,71,32,59,24,24,40,33,27,71,73,17,49,61,51,34,78,59,17,49,74,55,49,73,79,29,69,20,71,57,13,73,41,29,32,43,58,34,50,77,48,24,90,32,72,32,44,19,66,46,74,59,39,46,8,61,55,23,15,67,42,87,62,20,63,32,57,74,34,63,67,62,59,15,73,24,16,34,35,46,46,59,32,34,72,65,61,31,48,63,60,49.09
1.6,77,33,58,76,16,70,27,75,37,114,69,61,52,54,45,63,53,66,93,80,21,60,69,69,77,73,45,22,83,69,81,26,69,61,40,68,30,85,11,41,11,60,42,70,63,64,56,49,71,71,42,75,25,6,41,78,22,57,68,85,33,57,66,7,67,76,46,32,84,29,85,83,55,64,47,90,60,66,73,21,55,93,46,18,32,32,88,36,55,54,56,52,41,63,84,88,40,48,5,45,55.47
1.65,30,66,38,64,35,62,58,32,73,89,84,78,69,57,46,73,52,69,79,13,46,5,74,60,65,78,64,29,69,70,89,41,17,27,47,63,30,13,23,70,30,51,60,63,62,24,69,13,73,60,8,71,54,13,72,81,27,30,82,16,69,73,64,7,75,75,75,63,82,38,51,79,55,8,47,77,45,85,34,50,56,68,55,54,55,46,68,63,30,58,22,58,84,32,56,80,50,78,30,69,53.7
1.7,43,74,44,14,61,29,54,27,86,81,13,64,58,74,55,80,19,86,13,49,59,12,40,14,73,16,70,35,79,20,79,27,19,35,13,13,46,31,51,67,57,52,68,64,59,46,78,34,15,27,32,13,55,29,83,71,50,42,77,34,63,74,17,6,67,61,62,72,64,54,24,73,74,21,21,76,86,70,56,54,69,97,88,61,77,63,79,66,55,63,19,72,66,26,8,82,63,41,60,70,51.29
1.75,52,83,14,29,85,52,56,50,85,15,27,75,27,51,15,56,42,82,36,55,66,32,39,37,18,57,74,21,13,33,50,39,36,49,30,47,11,54,82,80,64,68,63,16,15,45,77,63,26,29,54,55,65,38,70,14,20,30,21,47,22,75,32,8,13,8,44,75,17,49,40,19,18,65,46,14,36,39,64,69,67,13,70,76,66,65,19,63,66,13,22,69,73,27,22,16,25,51,69,25,44.05
1.8,97,76,21,47,78,79,9,69,73,36,53,13,8,50,51,13,59,19,61,92,53,54,13,51,45,54,16,34,36,49,35,48,69,61,48,45,55,78,77,75,65,27,8,29,35,55,19,60,60,53,68,59,11,62,23,20,40,48,23,74,41,13,42,13,17,33,5,77,41,11,13,36,34,53,64,54,41,15,60,74,31,57,74,42,48,74,46,5,41,30,55,8,13,75,43,48,27,18,80,57,44.48
1.85,81,14,36,59,48,73,22,58,14,66,85,39,16,22,56,38,84,29,62,79,59,74,26,88,56,87,40,24,77,88,24,50,73,64,66,84,74,76,68,14,28,35,33,55,46,19,47,70,65,64,61,95,29,70,52,21,33,57,65,85,47,19,65,27,48,59,18,16,66,29,35,55,16,67,57,52,61,34,68,42,49,59,8,61,12,24,42,19,52,53,53,24,41,72,78,54,47,43,74,74,50.43
1.9,75,30,57,74,35,72,30,24,34,82,78,83,30,46,33,36,73,67,69,77,59,68,47,68,93,80,64,42,79,73,43,7,43,21,76,63,87,77,12,32,33,45,72,74,63,40,70,59,77,70,69,80,52,34,48,41,59,55,83,72,46,53,78,41,72,72,29,32,104,22,69,65,19,69,28,73,42,42,14,9,53,76,28,37,41,59,78,32,25,74,80,30,50,68,67,105,70,45,34,28,54.94
1.95,21,55,57,68,33,46,42,24,37,66,80,90,49,64,48,58,38,85,75,13,62,43,63,84,78,76,60,64,81,55,44,39,25,27,73,75,50,14,41,48,50,38,68,74,65,68,93,13,65,74,8,80,78,55,63,61,49,13,82,15,47,67,64,45,77,79,47,62,77,40,74,66,26,9,58,65,15,73,30,44,66,95,49,65,50,50,60,49,27,81,29,60,89,20,63,77,84,78,5,47,54.72
2,38,69,24,13,59,19,50,54,55,25,15,113,58,72,56,67,45,66,22,56,29,13,63,22,69,20,100,59,71,27,52,67,35,42,15,13,46,37,38,72,55,40,71,57,79,64,94,34,15,54,38,13,69,55,84,35,62,49,80,27,54,82,17,50,62,78,53,74,79,65,80,51,24,30,50,76,38,72,50,43,67,86,71,62,78,78,75,47,50,78,62,69,73,50,23,78,66,59,30,57,53.28
2.05,65,75,22,17,68,26,53,76,65,51,58,100,64,71,32,72,56,42,27,51,21,32,58,38,34,29,81,15,14,32,58,64,82,62,39,60,14,50,67,68,60,53,69,12,17,61,76,67,19,25,40,40,76,18,74,19,10,44,13,54,36,64,50,29,17,21,68,67,16,54,71,31,15,51,60,45,47,39,73,70,74,15,63,67,73,80,13,61,52,31,20,57,81,26,41,15,23,63,52,47,47.34
2.1,87,82,40,42,28,39,18,74,61,78,82,43,8,44,52,47,89,34,46,107,35,57,13,69,44,51,23,41,35,58,28,68,75,64,49,55,35,72,72,69,61,46,11,32,56,20,20,76,30,51,61,68,15,36,13,31,34,68,31,74,39,13,52,54,36,32,9,40,45,16,23,60,40,69,66,39,62,46,69,66,8,29,64,16,76,73,34,6,60,15,33,12,13,49,67,41,49,13,86,89,46.57
2.15,81,22,57,60,29,61,31,60,19,101,106,61,28,43,48,22,80,49,63,83,49,52,36,58,60,70,20,46,39,72,41,81,66,58,95,89,49,69,70,13,9,53,36,46,63,21,53,72,56,63,63,75,29,42,28,52,44,63,64,79,47,33,76,15,73,53,23,40,62,29,56,49,46,81,18,37,65,73,66,68,26,38,8,35,12,36,48,17,43,43,40,22,62,59,78,60,34,34,76,74,51.03
2.2,82,39,72,69,40,68,54,13,26,72,85,20,54,43,15,46,77,68,70,85,68,68,43,50,74,72,43,61,54,75,55,5,23,16,70,71,66,101,15,25,23,55,52,63,104,58,71,66,52,61,60,77,37,63,50,69,69,74,71,67,58,64,70,61,63,79,41,27,71,29,69,10,47,86,34,45,36,84,13,8,24,69,23,49,36,64,77,21,19,62,67,28,57,61,67,58,58,40,80,75,54.25
2.25,20,79,72,62,47,46,63,45,43,76,82,37,58,85,32,53,17,70,42,25,67,23,63,59,70,81,68,70,57,33,78,14,36,52,85,68,59,19,31,38,46,24,38,63,79,71,80,24,62,66,8,81,38,48,48,68,68,17,88,21,15,81,59,48,74,73,59,29,81,47,84,36,8,41,49,52,25,80,39,29,60,71,27,53,45,46,74,64,43,90,27,49,103,13,42,69,57,80,37,26,52.48
2.3,52,76,28,13,71,37,70,79,73,13,35,42,84,78,52,66,56,75,19,48,29,23,67,32,28,19,74,67,65,37,45,39,52,61,18,19,8,44,45,48,60,40,57,32,86,58,90,54,19,24,32,13,56,25,74,59,62,31,80,48,26,74,22,64,69,80,51,46,76,56,77,45,14,45,58,17,46,28,68,44,56,72,35,66,62,60,86,54,62,81,49,64,79,36,21,68,13,72,10,20,49.59
2.35,31,75,32,29,69,42,14,87,61,46,49,35,64,78,36,67,51,18,17,71,30,23,63,49,40,26,76,11,13,45,50,48,68,77,47,33,20,50,51,76,60,26,61,16,19,58,81,51,21,53,45,26,58,36,72,14,10,30,17,55,38,77,47,31,13,8,76,50,13,62,59,45,24,12,76,37,63,70,99,63,53,13,69,36,60,65,13,79,76,74,18,54,86,42,23,33,22,66,38,30,45.9
2.4,53,75,33,36,65,47,27,74,48,60,79,47,10,57,58,45,80,34,42,73,42,55,20,50,45,41,16,29,35,41,13,60,72,57,57,37,24,71,69,67,65,44,14,27,60,8,20,72,30,69,55,40,35,49,61,25,25,47,46,64,50,15,58,41,36,22,9,9,55,18,13,49,38,27,60,43,74,49,73,69,11,37,59,34,59,33,29,10,74,15,46,8,13,65,58,70,31,19,47,67,43.93
2.45,47,16,72,53,30,59,51,83,25,93,75,59,37,26,55,13,65,44,51,85,57,54,47,46,70,52,32,53,51,45,25,58,27,85,72,62,58,50,65,39,11,57,33,32,25,23,50,74,59,65,64,73,18,17,37,43,52,48,69,78,54,39,63,50,70,32,27,28,78,26,21,56,51,47,34,51,71,74,76,75,22,52,47,58,8,24,35,21,33,23,47,24,43,72,74,57,44,40,49,82,48.93
2.5,50,32,64,66,18,58,69,13,32,86,76,13,63,27,38,45,40,47,62,63,63,65,51,49,67,65,35,77,80,26,43,19,73,26,81,62,61,63,8,14,28,72,36,60,68,56,41,26,60,81,56,58,30,39,54,52,55,56,79,55,8,56,64,43,70,43,41,45,83,38,39,13,58,58,13,61,15,76,13,15,41,63,8,61,33,44,62,49,19,61,63,40,83,68,74,70,61,44,54,82,49.84
2.55,13,50,63,65,35,36,59,46,44,76,13,42,73,25,53,62,19,61,35,35,64,9,90,27,68,66,70,69,77,36,58,23,40,63,79,19,59,13,28,34,29,42,34,64,57,88,38,24,62,20,8,68,46,67,51,66,71,8,82,13,20,73,48,34,70,66,58,64,74,65,59,42,48,83,34,70,30,69,54,24,54,69,37,62,48,61,75,53,33,74,19,63,85,13,60,63,69,64,13,38,49.73
2.6,36,79,14,21,40,34,67,84,60,16,29,48,77,19,59,64,43,55,41,60,22,33,74,49,19,33,90,69,78,70,66,29,77,60,33,38,15,34,57,60,48,47,61,30,74,78,71,54,20,28,24,13,66,24,66,64,65,36,79,35,45,82,13,51,73,69,64,58,82,60,75,43,49,73,57,13,37,17,74,35,51,59,47,13,71,78,68,69,47,80,57,58,87,44,15,19,28,62,25,23,50.06
2.65,66,69,29,27,66,50,8,93,66,31,58,61,72,45,39,72,52,19,33,75,39,55,64,55,25,50,73,9,18,68,65,60,70,67,34,83,25,41,54,67,54,32,70,24,22,62,78,65,45,47,38,27,62,42,75,25,27,57,17,49,69,61,40,50,13,15,63,78,14,68,72,57,23,8,80,24,59,18,80,12,15,13,64,29,61,53,14,34,57,71,37,61,77,41,35,36,28,78,39,38,47.56
2.7,85,75,41,29,61,75,21,87,67,47,72,71,16,58,22,94,61,36,52,56,52,56,17,57,17,56,16,35,41,72,18,68,82,29,52,54,19,58,61,64,24,51,36,34,35,8,31,60,57,54,43,59,29,43,62,49,28,78,50,68,62,26,65,35,37,44,11,20,31,13,56,18,26,25,80,38,62,22,84,32,13,31,58,57,60,69,42,37,63,13,66,8,22,58,47,62,51,22,52,55,46.22
2.75,75,24,51,64,64,70,38,92,18,71,87,63,34,78,33,17,57,56,57,74,79,64,24,13,51,62,44,54,38,19,21,64,20,63,58,62,32,68,66,79,16,53,44,45,43,22,64,77,68,72,60,66,24,36,23,69,56,75,61,74,80,35,80,26,64,48,16,39,44,27,14,43,20,49,72,52,56,49,73,40,41,55,74,73,23,24,38,39,23,35,67,32,45,71,62,68,54,46,37,76,50.62
2.8,80,15,53,52,31,80,52,19,16,73,71,13,46,98,50,50,29,61,62,60,72,29,36,23,56,16,50,81,46,39,31,30,27,43,54,66,49,63,20,13,44,29,50,68,46,36,71,25,70,75,66,62,45,32,54,67,61,70,74,70,9,36,74,45,83,32,31,61,80,44,29,17,36,74,13,67,13,42,17,52,51,66,12,70,52,51,73,74,28,52,69,53,55,71,56,76,64,45,33,78,49.54
2.85,13,27,11,29,18,16,60,46,31,78,17,35,63,82,63,46,14,39,24,39,26,39,58,50,66,30,76,67,54,57,54,18,49,89,27,19,68,13,26,33,48,58,25,72,68,66,42,39,23,21,9,72,59,54,44,61,69,14,82,21,33,73,72,49,71,36,45,58,70,51,53,54,55,77,39,64,35,65,46,61,75,81,31,73,73,62,72,70,35,68,12,62,64,33,19,46,13,73,43,50,47.79
2.9,25,45,28,22,29,36,57,68,37,16,31,47,78,22,64,70,30,45,47,49,41,40,67,63,74,30,73,66,61,72,58,35,57,76,26,53,59,44,38,49,59,22,30,29,62,65,56,27,31,36,20,13,79,41,71,13,35,37,76,42,44,65,13,48,76,43,52,50,75,56,65,56,60,74,42,13,47,45,61,17,73,65,49,36,80,53,66,81,64,73,63,72,65,54,23,15,49,82,37,13,48.87
2.95,48,67,35,41,46,53,10,63,56,41,39,62,44,44,28,34,47,13,49,73,57,65,68,62,19,53,89,8,17,59,52,58,72,75,33,55,26,40,58,59,54,68,54,13,26,71,33,45,45,47,39,28,74,73,80,23,45,58,13,66,76,39,33,10,13,12,58,12,13,60,74,58,24,9,89,36,55,55,74,25,14,22,60,14,76,61,15,16,68,76,50,62,30,67,17,35,47,76,23,15,45.42
3,70,59,52,46,73,69,30,72,63,49,43,67,30,61,48,66,51,27,64,55,67,69,18,69,23,57,17,42,30,66,24,56,48,18,45,63,12,63,28,69,13,60,33,33,48,10,38,43,67,63,45,60,12,48,79,42,40,76,29,64,70,21,39,31,44,30,14,21,19,31,67,9,42,34,65,34,70,13,70,29,35,42,59,17,58,63,53,34,75,13,78,31,31,61,40,46,75,33,49,30,45.58
3.05,71,70,56,51,63,66,54,74,32,65,65,68,38,66,40,40,54,47,63,43,80,72,32,13,54,54,31,69,40,20,33,63,19,43,48,48,24,61,43,71,31,63,38,39,58,28,72,71,78,61,48,55,30,46,22,51,57,67,42,60,78,35,59,41,73,55,34,34,32,41,14,32,25,50,87,54,85,39,34,40,55,59,60,25,14,45,52,43,25,24,87,18,43,50,38,60,72,29,21,37,48.6
3.1,70,19,19,59,45,72,52,15,40,54,74,13,31,89,76,56,24,69,70,70,92,9,56,33,63,14,46,82,53,49,47,6,34,72,53,31,36,65,30,14,49,17,8,52,65,44,75,34,67,70,63,64,54,20,31,64,63,59,68,50,8,57,56,51,74,53,54,40,55,49,30,43,67,61,17,69,16,40,37,49,56,40,26,51,13,59,78,68,44,26,70,34,57,22,50,70,80,48,32,40,48.09
