,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,7,10,7,16,4,11,8,2,10,7,11,10,8,8,3,10,7,9,7,9,4,7,10,8,9,12,1,10,10,12,10,5,14,6,6,6,4,16,9,14,14,14,12,11,8,7,9,8,7,10,6,8,15,6,15,9,10,9,6,9,6,12,5,7,11,6,10,10,9,7,2,5,14,7,7,9,9,12,15,11,11,6,6,3,7,7,11,5,11,8,17,12,12,10,10,9,6,11,6,10,8.82
0.55,5,6,5,15,2,8,9,3,6,10,12,10,6,10,2,11,6,10,9,14,1,4,7,8,3,12,1,11,10,10,11,5,11,5,12,6,4,11,11,7,11,8,9,10,9,9,7,8,5,9,8,11,13,3,14,6,5,9,10,10,8,11,5,5,9,5,9,11,10,5,1,5,15,12,8,7,7,15,8,11,8,3,8,3,7,8,10,8,11,6,14,13,18,12,9,8,4,13,6,9,8.28
0.6,8,7,4,10,6,6,9,7,7,5,11,8,9,8,2,11,7,13,11,14,4,5,7,12,4,13,3,8,8,10,7,7,9,7,13,5,6,10,11,8,12,10,8,9,8,8,9,10,6,12,9,7,13,5,15,6,8,9,9,6,14,8,5,11,10,5,7,9,13,6,2,5,21,11,7,10,8,16,12,9,10,6,8,4,11,11,7,6,11,7,11,11,16,10,9,8,6,11,6,9,8.66
0.65,14,9,6,8,8,5,14,10,9,5,9,10,9,13,3,12,9,13,13,13,10,9,6,15,9,15,10,10,10,10,13,13,8,9,9,6,7,11,9,11,16,9,6,8,12,6,7,9,7,12,11,9,12,7,19,8,13,10,7,7,14,9,5,13,4,7,8,7,13,7,4,6,21,11,8,12,9,13,12,9,12,7,8,7,10,12,10,9,11,6,12,10,14,9,11,9,7,13,9,8,9.73
0.7,16,11,10,5,13,10,14,9,9,8,8,11,7,15,2,12,6,12,13,12,11,9,8,16,10,14,10,10,9,7,16,13,6,8,6,5,5,6,8,12,17,10,4,9,17,6,8,9,7,14,12,9,11,8,18,7,12,6,6,9,13,7,8,15,6,10,5,8,13,6,7,5,19,12,9,8,7,18,11,13,16,9,8,9,15,12,9,12,9,8,12,12,14,8,17,9,10,9,8,11,10.08
0.75,15,8,11,5,11,7,14,10,7,8,11,10,6,15,4,13,4,10,12,13,9,7,13,20,8,16,10,6,14,5,11,9,6,8,7,4,4,4,7,12,13,12,3,7,15,4,9,7,7,19,9,11,10,7,11,9,13,6,7,12,12,9,8,7,6,9,4,8,13,9,8,4,14,12,9,6,8,19,16,10,11,9,10,9,11,14,10,13,6,9,16,12,15,9,16,11,12,9,5,7,9.7
0.8,13,6,11,4,10,6,8,9,4,6,12,9,8,13,3,13,6,9,8,16,4,9,12,18,8,16,11,5,10,6,10,11,8,7,10,4,5,4,8,13,12,11,6,8,11,3,12,7,9,13,6,9,6,11,7,10,13,8,12,12,10,10,10,6,6,11,6,6,14,10,8,7,12,10,9,7,7,15,14,5,13,13,8,6,9,13,11,17,5,12,19,8,18,8,15,10,11,9,5,8,9.4
0.85,12,6,7,4,11,5,9,6,5,4,9,9,10,11,8,13,9,9,12,13,4,10,12,15,10,12,13,9,8,9,13,13,8,7,13,9,8,6,10,14,12,12,7,11,11,8,15,8,10,15,9,7,10,9,9,11,8,10,16,15,11,10,11,5,7,10,5,8,16,14,8,8,15,7,13,9,4,17,18,4,12,11,8,6,7,13,10,20,8,15,17,9,17,9,9,12,8,12,6,9,10.06
0.9,12,9,9,7,8,7,9,5,9,5,11,13,11,10,8,12,8,13,10,16,8,14,9,12,12,16,18,11,10,16,14,12,5,9,12,12,7,7,12,15,12,15,9,13,11,8,17,9,11,13,10,7,10,11,8,13,9,11,19,17,16,13,13,8,9,13,6,9,19,10,9,12,15,6,10,12,6,15,17,5,15,10,9,10,10,12,13,17,10,14,13,11,14,7,8,15,8,16,8,12,11.11
0.95,16,10,13,10,7,8,12,7,14,8,17,13,12,11,12,9,9,15,12,18,9,14,7,17,13,14,17,13,13,16,14,10,4,10,11,12,10,8,16,13,12,18,11,14,14,10,15,9,12,16,13,8,8,13,13,14,10,12,14,12,18,12,10,10,9,12,9,10,21,12,11,11,16,8,11,9,7,14,11,8,17,15,5,15,10,12,13,18,11,16,10,13,15,8,8,15,9,11,9,12,11.93
1,20,11,12,7,6,9,15,5,16,14,16,10,9,12,13,12,8,16,15,15,8,17,9,18,15,12,12,11,15,12,14,10,2,12,10,9,10,9,17,16,12,17,11,11,10,10,15,6,10,15,13,7,11,16,15,14,13,10,9,10,14,12,11,14,11,11,9,13,16,11,14,12,13,11,12,8,11,13,9,7,15,15,6,15,11,11,12,17,13,16,7,13,7,12,12,16,12,9,13,11,11.89
1.05,19,9,11,7,8,11,13,8,16,14,16,9,8,15,8,13,11,11,15,15,8,12,13,14,14,11,12,12,14,10,13,15,3,11,12,9,11,7,17,14,12,20,11,10,9,9,12,7,15,18,11,8,8,19,16,14,14,11,11,13,15,9,12,15,8,14,13,14,12,12,13,12,13,15,13,9,16,14,7,6,16,18,8,16,9,13,8,16,12,17,8,8,10,16,10,15,13,8,14,12,12.06
1.1,15,7,11,8,9,11,10,7,15,13,17,11,9,18,8,11,14,9,11,14,13,9,15,14,16,11,14,13,10,13,15,11,5,15,16,9,13,11,16,15,9,18,14,10,7,6,11,6,16,17,11,4,7,14,13,14,16,13,13,18,15,15,14,16,9,13,18,12,17,11,13,13,13,18,14,10,16,11,9,9,20,17,11,13,10,11,7,16,11,17,10,6,10,14,9,7,15,12,12,12,12.25
1.15,14,10,12,5,11,11,8,5,17,13,15,15,11,19,10,12,13,11,11,17,12,9,18,18,11,12,13,13,7,16,10,9,7,15,17,7,13,15,13,15,8,12,15,12,7,9,14,5,14,22,12,4,9,11,14,11,13,11,17,21,13,17,12,15,10,15,13,14,17,10,13,13,17,12,14,13,16,10,11,10,17,17,8,15,12,14,11,18,12,18,10,8,9,9,11,8,13,12,10,19,12.47
1.2,16,13,15,13,10,12,12,5,18,11,15,14,13,18,13,11,15,14,14,21,16,12,17,19,12,13,15,14,10,15,15,11,8,14,19,9,12,23,14,14,6,12,18,18,7,13,19,5,13,20,14,7,13,10,14,11,18,9,14,19,19,22,16,16,12,14,16,14,17,8,12,13,15,11,15,14,14,13,11,13,20,15,5,13,15,16,15,16,15,15,9,9,11,7,17,11,13,15,7,16,13.6
1.25,11,11,14,14,10,16,14,5,21,10,16,10,13,19,15,12,13,14,11,19,13,13,14,16,15,18,15,17,10,17,17,11,12,16,14,12,12,22,13,14,6,13,14,19,10,15,21,2,12,21,13,9,15,10,14,11,17,11,14,17,23,19,18,19,13,14,14,12,17,12,13,12,15,11,18,14,15,13,9,15,20,13,7,10,14,16,15,16,15,15,4,8,8,7,19,18,13,17,8,19,13.81
1.3,12,17,13,10,12,15,15,8,25,12,18,10,13,20,23,13,13,14,11,16,12,17,11,10,17,20,16,19,16,16,18,10,9,13,13,14,12,17,14,16,6,14,16,16,10,11,18,1,16,28,13,12,13,17,18,12,21,9,14,18,26,18,17,18,13,14,12,10,19,16,12,11,17,12,17,10,17,18,11,15,16,15,9,9,10,16,13,12,13,13,5,12,7,8,15,20,16,15,10,18,14.18
1.35,11,17,14,6,14,13,17,9,24,16,13,12,11,16,17,8,16,15,13,14,12,13,10,8,18,17,15,15,17,14,12,20,4,15,14,9,16,13,17,14,7,20,15,14,9,11,15,6,14,22,12,14,7,17,19,15,19,9,13,17,23,18,12,17,9,14,13,6,23,17,13,16,15,13,15,9,15,16,11,16,16,11,9,9,6,17,12,10,16,15,6,13,7,12,12,13,16,12,12,11,13.5
1.4,11,17,19,7,17,14,20,10,18,11,14,17,12,14,12,5,15,15,12,11,9,12,12,8,19,13,15,15,14,13,15,17,8,14,11,9,17,14,15,12,9,22,13,13,8,7,15,12,13,21,14,12,8,13,20,14,16,9,14,17,15,19,8,12,13,12,11,12,20,14,10,15,15,14,17,12,18,15,7,15,18,12,9,14,7,18,9,8,15,16,8,17,9,12,12,13,10,12,10,8,13.14
1.45,10,21,22,9,13,17,14,9,13,16,15,16,17,14,12,5,12,13,12,13,8,17,13,7,18,10,17,17,10,16,9,19,13,16,16,9,17,21,15,11,13,21,13,15,7,7,19,11,12,17,10,11,8,11,21,13,15,9,16,18,21,18,8,12,11,11,14,12,20,19,9,19,11,15,16,16,14,23,11,14,18,11,7,14,12,15,12,8,9,19,10,13,12,16,12,14,11,13,9,12,13.6
1.5,15,21,20,13,15,15,13,9,15,16,18,22,17,17,17,8,10,10,20,16,7,20,18,6,18,12,18,18,7,20,8,16,13,19,17,12,18,20,19,12,16,20,14,18,7,11,22,13,15,18,14,11,9,12,18,11,12,9,13,14,17,18,13,10,12,10,15,9,20,11,10,18,9,16,13,16,12,23,12,16,20,11,9,11,18,13,16,10,10,13,9,17,13,16,17,18,10,13,10,15,14.31
1.55,14,20,20,15,15,14,16,8,16,12,20,19,17,14,15,13,8,13,25,20,13,19,15,7,16,12,19,19,9,17,8,12,13,14,12,15,15,16,14,12,13,19,16,17,7,13,20,14,13,16,11,10,10,16,22,13,12,16,16,15,20,16,10,12,15,11,8,15,20,12,16,17,9,16,15,21,11,19,11,13,21,15,12,10,17,10,27,13,10,11,10,18,14,14,14,14,14,16,12,16,14.55
1.6,11,19,20,14,14,10,16,9,15,12,19,16,13,14,20,11,15,13,21,18,17,20,14,7,14,9,21,20,13,14,9,12,12,13,11,13,12,14,14,15,14,18,13,15,8,16,15,10,14,14,10,13,9,19,20,13,14,15,18,13,15,15,7,12,18,14,7,18,22,15,14,13,13,19,17,23,12,21,13,11,16,19,12,11,13,14,22,13,13,7,7,20,16,17,14,11,16,10,12,15,14.32
1.65,4,21,21,19,11,10,14,11,14,11,19,14,9,16,20,11,15,12,15,18,17,15,15,12,15,4,18,16,16,14,9,12,13,16,12,16,11,16,12,19,10,15,15,14,9,16,14,14,15,17,7,10,9,24,17,10,18,16,15,11,13,13,8,17,13,17,5,20,20,10,14,12,16,16,15,18,12,25,16,11,14,19,15,17,11,14,19,7,12,11,7,22,14,13,13,9,8,12,10,10,13.87
1.7,7,18,20,18,14,10,17,15,13,17,16,16,12,24,16,9,16,13,16,18,14,13,17,17,16,6,18,16,13,14,9,11,12,17,13,12,15,16,11,26,18,14,10,16,9,15,18,16,15,19,6,9,14,22,18,14,16,11,14,13,15,12,7,18,8,15,13,20,23,8,12,15,16,15,12,16,13,27,16,15,15,18,16,16,13,17,15,4,14,12,7,20,13,15,10,8,7,11,7,11,14.23
1.75,8,16,17,12,18,12,14,10,14,17,16,21,15,22,19,8,10,10,17,15,15,15,16,19,20,10,21,16,12,15,9,14,15,21,16,12,23,21,11,23,16,14,12,17,8,10,17,16,11,22,11,10,12,18,16,18,16,10,18,16,15,14,5,13,11,15,16,19,17,9,11,16,17,11,13,17,12,24,17,16,20,19,16,16,11,18,14,9,13,16,7,14,15,13,10,9,4,14,10,10,14.49
1.8,8,16,18,12,16,11,14,9,16,18,19,28,16,24,20,9,10,10,17,19,19,20,19,16,20,14,21,17,12,18,10,10,10,21,18,12,17,19,17,21,15,15,12,16,8,17,21,18,13,16,15,14,11,17,18,18,14,12,23,14,17,18,6,10,14,12,15,16,17,12,14,17,17,12,15,16,14,19,12,14,25,16,14,14,16,23,16,7,11,13,6,9,17,17,10,13,4,12,17,10,15.05
1.85,10,15,22,12,17,11,15,14,19,13,16,30,19,18,22,8,13,10,21,18,23,17,16,17,20,17,22,17,11,20,11,14,10,18,16,12,18,17,16,26,15,14,17,10,11,16,20,14,15,14,15,19,14,18,19,18,17,16,20,15,19,17,3,11,14,12,12,17,15,15,15,16,16,13,17,14,13,18,13,21,28,18,9,13,14,19,17,9,10,11,4,10,24,18,11,13,4,11,16,12,15.4
1.9,10,18,21,17,12,13,16,14,18,11,18,20,15,17,24,6,18,7,24,17,24,18,16,12,15,17,20,14,15,16,12,15,11,14,12,14,19,16,18,27,14,13,16,11,13,17,21,11,17,12,10,18,12,21,14,11,19,15,22,15,18,19,4,12,13,11,13,22,19,16,14,14,15,13,16,13,12,17,14,19,25,19,11,17,12,21,17,13,9,12,6,14,23,16,13,16,7,12,16,10,15.26
1.95,12,21,22,24,21,14,14,14,20,12,17,17,10,14,27,6,14,4,19,14,29,15,16,14,16,19,18,15,17,13,14,11,12,17,12,10,22,18,16,27,15,12,15,13,14,13,15,12,16,10,8,17,11,17,17,15,21,15,18,15,15,17,4,18,11,14,11,20,21,19,12,11,14,18,14,13,11,17,17,15,20,18,11,22,16,15,16,10,12,11,10,17,21,16,12,18,5,11,14,11,15.14
2,10,17,22,19,23,20,14,11,14,14,13,16,9,13,26,7,11,5,19,10,21,14,13,11,17,21,16,14,14,12,13,8,11,18,15,10,21,20,15,23,19,13,14,15,11,15,15,14,14,12,7,16,8,13,20,15,19,14,15,13,18,15,9,22,18,16,9,24,16,20,12,14,13,19,17,12,10,12,15,10,21,16,16,21,15,15,13,11,11,8,12,17,21,15,13,20,7,12,9,13,14.69
2.05,8,14,15,14,24,15,17,11,13,13,12,18,11,12,21,9,10,7,21,12,24,17,13,10,16,18,15,15,12,9,18,7,11,19,13,14,18,18,17,19,18,14,13,13,16,18,17,16,11,12,11,22,8,17,18,17,16,13,14,19,14,15,13,23,15,18,13,20,14,23,12,14,15,16,15,9,12,18,17,7,21,21,25,22,15,11,11,7,8,11,10,15,23,13,11,21,7,16,8,16,14.78
2.1,12,14,15,8,21,12,22,11,18,19,16,22,12,11,21,9,8,7,24,10,23,16,13,11,19,15,11,16,16,8,16,11,13,19,19,15,12,22,17,16,16,16,17,14,13,22,20,13,10,13,11,21,10,12,13,17,16,11,14,22,14,11,16,19,14,16,15,16,15,24,15,20,17,19,18,13,15,17,11,11,25,26,25,20,17,16,10,9,8,13,13,19,26,18,17,24,8,16,11,20,15.58
2.15,12,18,13,9,19,14,20,15,22,18,16,21,18,5,24,10,10,11,22,12,18,19,16,18,20,15,14,14,18,11,14,15,13,16,16,15,11,19,17,16,17,17,19,14,16,21,20,9,9,14,22,23,12,14,15,20,17,13,13,17,14,13,14,14,13,12,16,11,18,23,21,24,17,19,17,10,14,15,10,14,26,25,24,22,23,16,16,9,13,12,10,25,25,17,19,26,10,14,16,18,16.21
2.2,16,19,11,14,21,13,24,17,20,18,16,24,13,6,23,8,14,8,16,13,11,21,16,21,23,16,13,10,15,15,10,15,20,16,19,13,12,20,21,14,16,15,23,15,16,18,21,12,6,15,18,26,15,13,19,14,12,11,17,16,11,16,13,17,12,15,14,12,20,21,19,21,16,19,21,11,10,17,9,13,21,23,22,23,27,17,17,6,11,10,8,27,20,14,18,22,10,16,19,16,16.07
2.25,14,20,14,14,20,10,30,18,16,14,15,23,15,3,21,6,11,10,18,13,12,20,12,19,22,16,13,9,14,18,9,17,21,12,19,10,11,14,19,16,17,12,25,9,16,12,25,12,4,16,14,19,13,16,22,10,12,8,17,12,15,17,10,19,10,15,15,10,22,20,13,19,12,19,22,13,10,20,9,13,21,24,23,23,20,18,12,7,11,9,6,28,19,13,16,18,7,17,16,13,15.23
2.3,13,16,18,13,18,14,33,16,22,16,14,24,15,4,22,6,14,8,21,11,12,15,10,18,21,15,17,13,14,21,9,13,20,11,18,9,11,16,14,24,18,15,19,13,19,15,27,16,6,19,16,18,10,13,19,9,14,9,14,13,18,14,13,18,12,20,11,6,23,20,13,17,17,19,18,15,15,23,8,12,22,22,16,24,17,14,13,12,12,13,7,23,23,12,15,17,7,15,19,17,15.53
2.35,17,18,14,11,19,11,25,11,22,19,16,24,13,2,21,10,10,10,18,11,15,15,11,21,17,15,19,12,13,20,13,14,23,11,13,8,14,20,15,26,24,13,15,13,23,21,26,19,9,14,17,19,9,9,23,9,16,12,13,12,17,15,15,17,13,23,8,10,16,22,18,17,20,14,17,20,16,25,9,13,26,25,18,25,21,13,17,15,11,18,10,21,29,15,21,12,10,13,15,17,16.1
2.4,14,19,16,10,17,8,23,8,20,16,13,23,15,3,20,11,9,9,24,14,17,15,10,19,16,14,13,14,15,15,13,12,18,13,10,5,16,14,15,22,27,16,14,14,21,27,22,21,12,11,20,21,10,7,19,17,19,15,13,13,20,16,16,15,13,22,7,13,18,19,16,17,22,16,15,22,17,20,10,13,27,23,18,26,24,13,16,17,13,17,10,24,32,17,21,16,17,14,15,18,16.22
2.45,18,22,14,9,20,12,20,12,18,11,10,26,19,2,21,11,11,10,27,11,17,15,11,16,12,16,12,17,23,15,9,11,18,15,8,8,17,15,18,22,23,11,9,13,16,22,25,17,9,11,20,17,12,5,20,15,16,20,12,13,16,19,19,15,16,19,6,14,17,19,23,19,19,16,16,15,18,17,7,16,25,28,21,27,23,12,23,17,17,15,13,22,27,17,24,18,17,9,10,13,16.09
2.5,19,27,18,14,22,14,19,11,20,9,10,22,13,3,25,11,13,8,23,7,18,14,11,14,16,15,8,18,21,14,9,14,12,14,8,7,12,15,22,26,24,7,7,15,16,20,20,15,7,14,21,15,8,6,16,15,15,17,13,14,15,21,19,18,14,20,8,13,20,11,19,18,16,19,14,14,22,20,10,14,21,29,21,28,18,14,24,15,20,10,13,17,26,14,18,19,15,10,9,12,15.59
2.55,14,26,15,17,21,13,18,18,19,6,10,20,12,8,21,15,17,10,16,10,18,16,10,14,17,18,9,21,17,14,11,13,12,13,9,8,12,16,21,26,19,5,8,15,18,19,21,19,10,10,20,16,8,7,19,11,13,14,9,10,15,26,21,15,17,19,13,11,20,11,18,18,12,24,15,18,20,15,11,13,18,21,18,33,15,17,22,14,12,10,11,19,26,15,15,21,14,11,11,11,15.38
2.6,11,18,18,22,20,16,17,21,14,7,12,19,11,9,17,17,12,13,20,12,16,16,14,11,13,20,11,17,16,13,14,10,11,12,9,14,16,12,19,30,18,6,8,14,15,17,17,20,9,9,21,17,7,7,14,8,22,9,8,12,18,31,25,17,17,17,14,7,18,17,20,18,13,20,13,17,15,17,10,12,15,21,15,33,12,9,19,18,10,17,14,21,26,13,14,20,11,17,15,12,15.26
2.65,13,19,20,22,21,15,20,18,14,8,9,24,10,12,14,14,14,13,17,15,19,11,13,10,14,23,10,19,14,13,14,11,12,14,11,13,13,16,23,33,23,5,6,17,15,17,22,23,11,9,21,16,8,8,18,8,20,12,9,7,21,30,26,18,18,22,15,10,18,20,15,15,13,21,10,15,13,15,13,10,13,18,13,26,11,9,21,23,8,17,18,23,24,13,20,20,10,17,13,13,15.61
2.7,16,20,19,16,15,14,16,17,15,8,7,18,13,11,13,15,15,16,16,18,17,9,14,15,13,23,15,16,10,16,13,11,12,21,12,15,12,17,21,25,34,6,6,17,15,22,16,17,9,10,20,19,11,9,17,15,18,13,10,8,22,23,24,19,16,33,15,16,15,14,13,12,19,18,12,16,14,17,10,11,10,22,23,25,13,11,25,23,11,18,16,27,25,15,18,15,11,13,11,12,15.8
2.75,15,25,20,10,23,16,14,17,18,7,7,14,11,14,15,13,16,21,14,17,17,7,12,19,12,20,15,13,9,16,12,14,14,23,13,11,9,16,16,20,24,6,7,17,17,29,15,16,4,12,29,20,10,10,12,17,12,12,15,9,18,20,24,19,16,29,12,18,14,10,13,14,24,21,10,12,13,16,8,10,11,23,18,22,17,17,23,21,18,16,18,24,25,13,18,13,14,11,9,9,15.49
2.8,13,23,20,10,20,13,14,15,18,3,8,20,12,13,19,7,18,16,14,16,19,6,11,23,10,27,16,18,12,16,13,15,13,23,16,11,8,13,16,23,16,4,10,15,13,28,14,13,6,16,32,18,10,11,14,17,15,13,17,7,17,22,25,18,13,23,14,19,13,11,9,19,18,20,13,12,12,18,12,7,12,21,19,22,19,18,18,18,21,15,12,22,20,13,15,14,14,12,12,7,15.29
2.85,14,21,20,13,20,13,11,18,21,6,11,20,15,7,21,6,20,18,13,16,14,9,14,22,13,30,15,14,12,14,16,14,16,23,15,11,10,10,20,23,19,8,14,12,13,22,19,11,6,12,27,19,12,11,16,16,15,6,21,9,17,22,21,19,17,24,15,24,14,13,12,15,19,23,11,16,13,21,12,5,10,15,18,25,12,17,17,17,18,17,13,24,21,15,12,12,16,14,15,6,15.54
2.9,18,22,22,15,20,15,12,17,17,7,15,24,20,8,24,8,18,16,14,16,18,12,11,22,19,24,11,11,11,13,11,17,17,20,18,12,9,12,16,21,26,9,19,13,15,20,19,9,7,18,28,14,12,15,16,10,13,10,24,11,23,22,23,18,21,23,15,23,12,14,11,17,21,17,10,14,17,17,13,9,10,15,15,25,12,17,16,14,19,19,11,21,18,17,9,11,16,17,12,7,15.82
2.95,21,18,24,15,23,15,12,19,18,8,18,22,18,7,22,9,17,14,13,14,18,13,10,16,17,20,12,14,12,9,15,17,17,20,17,12,11,11,15,20,19,9,19,11,16,22,20,13,11,15,23,14,13,13,19,11,13,11,23,14,21,20,25,14,18,21,17,20,15,14,10,19,19,18,9,11,18,17,11,8,9,18,13,28,11,16,20,19,18,22,12,21,20,17,9,15,17,17,15,11,15.85
3,23,20,13,17,29,15,13,18,19,12,11,19,19,7,24,9,17,19,11,14,15,10,11,16,15,18,14,16,13,10,15,13,21,20,12,14,10,11,18,20,18,8,21,9,16,24,16,15,16,15,20,14,17,14,19,8,13,13,21,9,20,19,23,14,13,22,21,21,15,16,13,15,20,17,10,12,15,13,10,14,11,16,17,27,10,18,22,13,20,25,12,21,21,13,10,15,17,14,10,13,15.75
3.05,18,20,11,18,29,16,10,18,12,17,7,20,16,8,21,9,18,17,14,9,16,11,13,16,15,23,9,14,14,13,13,10,20,18,8,12,13,14,17,14,16,10,17,12,15,25,15,14,18,18,16,15,22,12,22,13,12,12,20,8,18,21,20,14,9,21,21,20,17,13,10,12,22,18,11,14,16,17,8,16,16,18,19,29,9,17,22,10,18,26,14,22,16,13,12,17,15,15,13,9,15.51
3.1,14,18,9,18,29,15,9,18,13,12,10,18,14,9,23,10,19,18,16,13,15,12,11,15,12,20,12,17,16,10,11,13,22,19,7,10,15,13,16,15,16,10,16,11,15,22,15,13,16,15,18,12,20,13,20,16,15,10,20,10,14,16,22,12,12,21,19,17,14,10,11,16,22,14,11,16,14,16,8,14,16,19,18,29,14,17,19,15,19,23,14,22,23,9,14,17,18,17,13,12,15.36
