,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,62,33,42,53,42,50,69,59,72,57,52,73,48,67,38,61,52,56,44,47,35,71,53,72,50,64,48,47,56,69,42,53,52,38,48,54,77,50,64,57,43,45,50,18,52,35,50,44,57,41,29,53,69,44,18,53,69,55,59,62,43,61,54,59,59,53,40,61,37,58,39,46,60,81,52,48,71,63,68,62,48,47,62,49,58,44,42,39,66,42,49,59,81,47,71,66,59,15,59,49,52.9
0.55,84,48,47,57,54,68,47,63,65,54,67,68,57,65,42,65,71,61,61,59,52,64,67,77,72,63,53,65,64,87,56,56,68,48,66,60,72,67,63,60,60,56,53,17,63,44,59,63,73,64,57,50,73,50,14,56,58,69,74,60,42,66,59,68,63,51,50,32,12,22,47,53,73,72,50,64,93,56,64,62,48,81,62,55,40,8,51,54,69,48,51,57,74,26,66,75,56,40,60,57,57.73
0.6,75,62,33,59,18,44,16,69,45,59,71,81,41,73,58,66,18,67,66,66,5,84,58,47,60,44,9,57,64,71,19,63,61,11,65,25,75,19,13,69,26,57,66,26,8,15,72,10,40,68,73,77,30,60,30,60,28,69,73,5,48,69,64,68,61,57,8,35,10,18,33,60,68,68,60,57,74,60,79,64,67,42,51,70,10,18,8,37,67,42,65,59,72,59,82,68,71,46,37,67,49.98
0.65,36,46,33,29,21,50,31,18,14,28,43,46,8,43,31,19,33,28,31,19,20,20,22,61,26,39,25,52,19,41,45,21,24,26,30,54,35,39,23,34,61,31,25,34,34,38,21,44,34,33,65,25,39,16,31,22,38,32,39,37,33,15,37,42,32,23,37,14,19,28,14,27,15,32,25,35,26,38,26,29,17,27,23,29,35,20,23,36,20,20,8,23,30,65,76,31,21,49,46,30,31.38
0.7,47,39,42,49,32,49,38,43,32,31,46,56,45,58,55,50,48,31,42,32,29,46,44,59,54,43,29,45,46,50,60,29,28,29,49,67,43,53,34,43,57,31,64,45,46,59,33,51,43,32,58,53,52,34,50,35,42,46,49,46,53,31,31,46,37,30,40,15,29,10,21,55,31,37,45,41,44,49,43,50,36,35,28,37,58,40,25,51,53,38,37,39,41,43,43,34,42,5,38,35,41.67
0.75,28,56,46,51,36,59,51,48,39,47,52,54,64,61,45,53,28,50,60,32,41,55,61,65,56,73,41,59,58,60,54,43,59,37,45,65,78,66,52,43,63,55,49,6,49,54,37,31,47,50,34,56,70,34,19,46,48,39,51,54,45,57,46,53,50,40,45,11,37,24,37,30,49,55,41,55,42,53,49,44,46,43,28,45,73,38,34,47,46,31,31,39,45,50,37,40,45,25,60,51,46.8
0.8,45,32,48,57,9,14,53,52,38,34,20,63,53,22,34,57,44,44,29,50,45,65,57,19,44,40,46,45,67,62,33,26,60,46,54,70,59,30,45,46,20,38,21,25,59,54,20,50,13,23,21,68,77,51,33,54,68,43,42,56,69,60,13,25,63,20,58,17,44,24,47,47,39,40,54,45,56,36,29,33,47,20,45,15,58,65,41,51,27,43,64,45,30,57,41,30,65,26,35,54,42.71
0.85,43,40,24,34,34,34,55,65,32,37,49,23,62,64,45,36,45,17,43,32,52,52,55,43,43,68,53,45,37,48,43,64,67,7,26,16,33,63,60,14,38,60,24,40,62,27,32,52,46,42,44,33,78,76,18,28,69,13,69,68,13,54,38,43,56,21,62,20,9,52,58,13,63,58,30,28,58,40,44,51,31,51,59,40,79,20,56,28,43,46,49,42,48,13,58,13,41,42,51,63,43.06
0.9,30,74,39,37,46,58,22,63,48,49,63,42,70,25,22,42,24,28,44,55,10,56,16,48,21,40,21,32,57,38,21,26,23,30,45,28,19,24,8,38,57,21,44,58,8,32,37,46,44,36,51,68,22,66,45,44,16,33,66,14,27,22,56,30,13,46,33,24,22,51,39,29,53,18,39,36,30,42,55,53,38,64,34,35,10,35,15,43,31,51,62,13,64,31,37,47,61,63,41,56,38.39
0.95,51,30,39,55,62,39,50,49,8,31,50,64,9,56,33,28,47,48,34,22,39,30,33,58,16,51,45,59,24,35,51,59,33,36,31,21,36,33,37,56,57,55,31,49,29,37,49,36,72,40,68,52,48,45,40,23,40,32,54,32,48,23,48,58,46,51,14,32,36,59,31,31,41,33,30,44,46,67,24,42,29,80,11,53,20,27,28,26,44,9,10,35,61,52,43,60,31,69,43,25,40.37
1,30,56,51,62,66,58,59,67,25,59,55,56,16,61,38,37,41,48,43,40,47,50,54,55,26,51,25,72,35,75,59,56,38,50,46,34,64,43,35,55,60,67,44,58,42,65,50,51,60,46,62,58,55,44,51,39,52,50,58,44,68,55,62,62,50,58,44,36,55,11,36,51,55,50,31,58,47,62,46,52,27,67,35,57,41,39,45,44,62,31,13,40,59,52,80,73,48,62,49,38,49.45
1.05,42,33,32,75,54,55,63,54,34,62,61,61,19,71,44,38,15,67,46,52,57,57,61,67,38,60,52,74,55,58,65,74,60,41,53,23,54,43,54,58,60,79,44,5,52,53,21,13,72,47,21,34,48,14,21,30,61,60,17,47,59,59,73,61,79,22,58,26,41,32,67,52,29,56,13,56,60,57,37,50,58,70,50,49,59,21,46,47,59,45,45,51,16,58,46,70,52,46,52,52,48.6
1.1,62,31,42,74,8,18,51,55,49,61,17,50,39,33,13,43,43,49,30,49,61,16,62,15,49,25,52,52,52,15,38,48,55,55,58,51,66,26,54,62,9,49,13,51,54,73,41,33,14,18,30,59,57,35,37,41,59,61,31,48,73,53,15,29,60,34,52,37,50,40,65,59,46,54,29,56,54,28,26,17,50,20,55,13,46,58,50,50,18,46,39,63,39,57,49,70,57,48,17,57,43.21
1.15,52,38,36,13,49,33,52,67,52,23,45,23,42,53,26,21,39,14,47,26,34,36,54,41,65,41,58,29,41,26,36,76,77,23,15,36,31,35,61,14,14,71,25,58,60,15,60,60,22,30,63,34,48,55,42,34,62,16,42,10,20,72,31,50,81,62,54,43,9,53,61,14,64,78,51,13,66,39,41,42,28,32,52,30,63,38,27,34,39,57,49,63,54,13,19,13,17,10,39,39,40.61
1.2,53,39,60,35,46,47,35,39,69,39,58,44,54,35,40,39,32,33,37,57,16,49,14,48,27,28,27,26,50,45,48,30,15,32,39,38,24,25,9,32,15,25,51,70,8,24,30,59,37,39,70,51,18,53,63,13,17,41,55,15,46,13,53,39,13,58,42,52,25,53,44,46,51,19,50,29,15,38,55,28,45,40,38,51,17,59,24,56,39,57,50,13,66,26,28,24,16,18,57,42,38.02
1.25,13,16,32,61,87,54,49,33,39,31,77,54,37,42,44,52,39,41,57,40,40,36,43,51,32,54,42,44,28,59,39,58,30,47,67,16,28,31,15,54,24,47,42,73,17,44,42,68,46,42,66,50,15,71,55,20,34,58,74,11,63,40,64,42,40,69,16,57,26,63,27,39,36,20,55,46,42,53,42,27,42,46,14,49,42,42,38,42,56,26,34,38,67,60,52,62,41,27,71,13,43.4
1.3,23,14,44,64,63,48,58,37,8,52,62,65,46,44,57,53,39,59,49,50,38,46,48,50,48,52,20,50,46,61,50,72,70,51,59,25,33,37,34,68,29,67,58,93,41,69,46,69,60,48,60,53,33,63,67,27,51,64,80,27,72,56,59,56,49,67,40,38,45,24,12,62,62,20,88,47,51,72,48,30,52,53,39,64,55,57,59,62,62,17,61,49,63,50,46,51,66,47,62,42,50.53
1.35,34,23,24,60,65,13,52,13,38,67,66,60,19,59,54,54,8,58,25,75,32,42,75,66,76,46,34,65,50,64,15,84,71,77,64,28,46,42,41,63,31,75,48,25,50,61,26,9,61,55,13,24,46,13,5,50,53,64,28,34,43,79,69,60,79,13,66,8,35,34,36,55,54,35,18,49,74,31,35,38,51,54,64,67,65,8,55,57,74,34,53,72,26,74,50,66,48,39,73,56,47.16
1.4,41,49,34,68,32,31,15,28,41,64,31,15,24,13,35,13,24,65,22,72,61,30,71,27,63,13,48,67,28,16,50,35,65,32,73,38,35,12,50,61,13,49,13,54,60,76,45,21,13,16,36,40,65,31,35,61,62,61,57,38,51,68,14,17,63,36,60,45,48,41,25,64,48,55,35,59,68,42,14,23,15,23,57,14,60,15,67,13,26,35,59,81,31,59,19,56,82,16,66,69,41.77
1.45,71,52,15,17,38,66,39,46,66,32,27,26,27,22,52,37,33,13,60,25,11,43,70,47,71,30,68,56,40,35,55,63,63,37,30,38,14,29,38,13,21,62,33,63,58,20,44,36,39,34,71,37,63,43,50,55,67,14,59,53,23,66,38,29,67,68,60,69,5,46,36,13,74,59,54,13,60,48,28,33,32,36,67,37,57,57,25,21,22,53,8,80,57,19,33,17,50,6,13,61,41.77
1.5,69,52,16,37,64,63,62,73,48,60,44,60,41,62,60,43,51,31,67,44,42,50,24,48,18,36,39,62,53,42,83,14,15,5,30,66,20,29,52,38,25,31,51,34,14,46,56,55,48,53,58,50,74,49,65,13,23,35,23,49,25,18,46,60,16,54,38,77,22,15,24,35,16,42,55,39,21,35,77,53,47,45,41,50,9,55,25,33,39,55,20,30,38,34,27,40,36,15,26,71,41.69
1.55,46,66,25,46,63,69,57,59,56,45,58,66,41,63,62,62,56,42,58,22,39,61,23,57,53,63,45,67,43,60,54,23,32,7,44,47,51,49,17,60,43,42,66,31,26,46,13,36,58,73,67,45,13,52,64,30,15,55,58,7,30,37,56,46,28,59,36,76,14,28,33,36,27,58,37,51,55,45,50,53,56,62,14,67,20,48,45,41,53,30,22,41,39,36,56,58,54,39,32,25,44.9
1.6,45,16,48,61,74,67,67,61,28,73,68,65,49,64,67,66,79,64,69,34,56,54,44,52,53,53,8,19,46,57,72,59,36,24,51,16,46,64,50,60,40,69,61,44,35,48,30,48,74,61,71,53,40,61,68,43,32,59,45,21,33,39,58,62,37,63,48,88,28,56,34,69,44,32,63,62,54,54,79,28,65,58,43,63,24,51,50,52,45,8,46,45,15,48,56,56,57,41,60,29,50.31
1.65,31,20,51,70,18,22,69,14,48,53,51,75,10,58,17,68,17,55,16,47,26,15,42,18,58,60,24,24,24,66,16,62,75,25,54,34,69,66,65,54,19,58,66,9,65,34,43,15,73,67,13,15,48,13,6,56,35,61,54,29,14,64,68,56,71,15,51,27,39,41,12,61,52,52,19,60,76,42,57,51,56,29,47,70,41,32,53,56,32,22,36,27,25,62,66,76,76,42,63,43,43.48
1.7,53,49,57,72,38,28,32,37,55,57,42,15,17,17,37,18,49,62,37,57,43,41,59,53,68,13,60,37,43,15,20,53,69,32,51,52,79,22,62,65,26,34,18,24,58,61,67,23,20,18,36,33,72,34,21,69,56,68,52,51,30,58,31,16,57,52,58,22,40,39,5,67,56,47,33,65,71,47,15,49,16,27,43,14,51,9,65,27,43,41,55,40,61,36,26,38,70,47,67,27,42.68
1.75,50,63,20,13,42,50,27,45,73,13,13,28,35,21,47,30,58,22,51,51,9,55,36,60,72,30,70,52,59,30,36,60,72,40,61,51,44,32,42,13,40,49,25,25,58,55,60,44,41,48,44,37,62,68,36,69,50,23,62,59,54,68,48,19,64,50,51,24,8,56,16,15,55,55,30,13,58,50,28,60,27,26,40,38,44,23,9,36,17,62,14,51,53,51,40,15,22,6,37,53,41.17
1.8,49,72,27,34,67,60,40,58,71,22,25,47,50,35,58,45,55,25,52,24,31,56,63,76,28,53,61,54,33,40,54,13,17,23,35,63,13,21,57,15,25,53,50,52,14,54,66,42,59,46,63,49,79,72,66,13,59,31,23,54,65,13,57,28,22,65,33,61,26,8,27,38,19,48,40,48,45,26,44,65,48,61,56,48,12,36,28,19,30,53,19,42,75,40,28,28,52,20,44,54,42.63
1.85,57,56,49,35,55,65,42,61,43,30,32,42,54,40,83,46,56,40,67,33,51,69,35,62,40,67,74,59,48,78,54,25,45,48,40,60,21,39,14,18,25,57,59,54,13,72,13,27,68,53,57,49,14,62,63,40,27,68,35,26,59,25,55,52,27,67,45,48,44,31,37,39,48,54,14,56,54,56,50,80,52,50,10,68,25,56,38,33,51,59,25,63,25,19,52,34,77,30,17,30,45.7
1.9,20,33,55,50,70,68,53,57,9,46,39,65,27,49,66,55,65,40,61,41,42,70,55,83,24,68,16,15,55,55,23,48,62,43,49,15,43,36,29,36,34,59,69,67,23,49,23,37,70,75,65,55,32,75,58,44,27,54,29,39,75,38,43,59,40,68,53,59,57,54,42,60,64,19,32,82,52,57,44,24,82,55,14,63,25,67,66,42,80,8,42,53,51,31,26,51,78,35,36,64,48.11
1.95,35,44,58,49,18,23,17,15,17,58,70,62,28,47,31,53,15,48,14,51,22,31,57,23,33,60,33,32,40,58,20,59,69,64,21,35,54,43,42,53,12,62,68,29,30,13,45,8,74,71,28,15,44,13,6,60,43,66,38,43,14,63,13,57,61,44,54,12,51,56,43,54,82,33,34,70,50,40,64,37,51,29,23,69,48,50,48,66,39,26,27,34,39,21,38,53,68,51,31,59,41.72
2,38,65,45,65,19,28,50,40,30,69,50,28,52,23,20,27,27,13,20,65,37,34,64,55,38,15,24,40,56,30,39,58,73,21,36,61,52,13,53,57,32,31,49,59,33,28,60,20,21,20,26,23,62,33,14,67,54,54,46,48,33,62,27,37,35,53,58,32,60,58,5,63,67,44,50,64,53,21,25,39,38,33,32,20,43,30,63,39,59,48,62,54,57,51,47,58,79,60,62,39,42.7
2.05,45,59,50,13,13,45,40,51,37,51,21,47,60,36,33,36,26,27,34,72,12,67,47,66,43,17,67,55,66,45,45,62,78,49,48,54,66,27,52,52,45,42,24,39,15,39,52,30,44,39,62,29,61,63,25,70,62,14,19,53,59,74,31,15,46,42,15,47,15,65,26,30,72,55,46,13,16,29,42,25,14,37,53,42,31,28,13,59,24,62,36,36,56,62,66,37,19,11,52,18,41.6
2.1,52,71,19,26,29,55,43,66,55,25,36,59,52,55,42,53,36,27,44,15,39,56,27,81,36,14,57,62,37,68,60,20,14,13,62,60,13,45,18,19,58,66,30,22,22,51,65,48,73,61,59,41,71,67,36,17,17,30,25,20,71,13,31,35,18,51,42,58,38,20,37,53,13,50,58,34,38,32,62,51,25,45,40,51,68,35,39,24,35,61,47,24,60,58,17,39,36,33,69,48,41.99
2.15,57,38,50,41,33,54,54,57,51,22,57,39,71,59,50,64,50,43,56,39,49,66,33,56,60,18,40,71,55,65,61,38,50,38,33,74,29,53,29,33,39,86,37,23,34,55,13,53,70,77,86,69,46,86,54,36,38,53,53,22,73,21,47,51,35,55,50,54,47,45,43,60,38,56,27,47,40,48,29,56,31,57,42,55,57,46,52,47,52,59,23,51,29,46,35,46,39,63,14,49,47.81
2.2,28,20,46,66,34,73,65,56,8,43,59,51,8,63,60,72,51,56,65,50,53,14,57,80,51,41,46,14,27,63,14,57,53,42,41,16,48,62,38,38,46,67,49,38,39,66,27,60,77,78,40,59,38,70,53,57,47,48,43,15,66,32,50,54,45,38,51,63,65,51,52,57,44,18,37,71,66,68,37,43,63,58,51,61,11,53,54,55,49,8,45,36,69,55,37,14,37,58,39,68,47.75
2.25,37,30,60,44,38,45,21,36,20,62,60,45,31,21,21,30,21,51,19,68,21,38,71,14,49,49,18,41,36,17,21,57,66,38,46,34,64,55,55,66,8,77,62,15,39,14,33,11,76,73,32,45,58,21,8,68,50,57,53,35,15,55,17,61,52,26,68,9,53,70,57,29,79,34,67,63,57,25,30,60,57,20,27,59,29,57,69,65,22,24,22,53,62,16,57,23,45,55,39,45,42.24
2.3,45,28,23,69,9,28,42,56,25,59,14,65,43,31,37,48,16,19,28,72,33,48,60,24,31,58,33,30,47,34,42,65,68,28,32,34,54,8,53,55,37,15,51,43,12,38,55,28,19,15,32,48,50,45,21,72,57,62,14,39,32,56,46,67,21,36,24,30,57,58,5,43,74,60,75,71,15,46,38,38,69,36,53,21,29,8,28,39,31,37,47,59,81,28,42,28,49,55,62,55,40.96
2.35,36,32,62,14,28,26,42,63,44,25,25,37,55,50,51,49,39,44,39,89,29,57,54,51,28,65,41,73,43,62,63,65,66,44,39,53,63,31,73,62,60,46,19,48,21,41,54,39,26,34,48,29,66,67,24,72,67,13,30,44,46,60,33,25,30,55,36,52,9,68,18,27,78,53,76,34,26,71,44,33,13,40,53,39,41,43,34,56,53,62,56,65,81,39,48,48,18,8,63,21,45.15
2.4,56,43,41,33,37,45,10,67,41,38,28,44,60,61,51,63,51,43,62,31,24,60,15,58,45,17,62,50,18,62,79,13,30,10,54,17,13,45,12,18,72,69,33,66,37,59,54,48,20,46,46,38,29,64,44,18,16,36,38,17,70,13,54,32,30,66,56,58,21,8,34,43,24,68,46,28,52,35,53,42,33,54,27,64,53,37,44,20,52,65,68,16,60,56,43,53,32,35,74,40,42.16
2.45,26,60,49,47,59,42,17,21,47,37,57,13,59,64,42,57,61,60,59,49,23,66,37,53,51,34,57,75,42,71,78,25,34,19,68,25,38,43,28,43,72,68,39,26,56,59,23,70,16,43,67,53,45,70,25,27,37,58,56,32,62,26,47,52,45,48,66,58,26,33,30,52,41,41,18,34,59,38,22,20,40,50,33,63,62,59,60,54,58,65,21,31,25,36,42,68,43,36,21,65,45.28
2.5,47,32,30,51,54,38,25,40,8,46,51,32,9,63,20,36,56,64,45,23,54,23,59,61,64,45,21,13,43,73,48,36,49,24,51,44,51,70,26,51,75,75,34,34,50,63,37,66,19,55,27,53,30,27,49,27,43,57,61,19,73,33,51,49,45,34,53,67,51,42,33,57,46,38,33,42,61,58,44,36,67,52,48,66,9,47,50,55,15,8,42,57,49,48,20,27,44,65,32,72,43.96
2.55,53,43,67,64,62,53,37,29,12,56,61,33,19,16,34,35,54,65,28,45,48,33,64,13,43,52,38,22,52,13,19,53,70,38,16,64,56,45,45,48,13,73,54,5,24,17,51,28,35,65,53,59,47,59,13,42,53,68,69,35,27,55,24,60,66,18,54,9,42,57,43,14,29,55,56,62,76,32,37,47,69,26,8,73,22,57,54,71,35,28,55,51,50,20,18,50,74,52,47,72,43.56
2.6,83,45,44,60,18,24,50,35,19,22,41,54,32,31,42,51,15,46,29,57,62,51,72,31,14,72,45,34,13,38,34,62,67,50,25,59,63,25,55,65,43,32,67,24,28,26,59,30,42,15,30,15,23,72,38,59,30,62,35,45,37,56,35,36,17,26,35,16,48,58,12,24,45,61,48,58,37,39,47,51,79,67,28,19,38,9,14,52,40,43,53,57,58,32,57,23,63,59,55,63,42.05
2.65,38,29,54,20,24,46,54,35,28,23,46,64,46,26,63,53,42,15,56,65,11,50,77,55,32,62,53,60,46,46,54,63,31,61,46,37,63,10,66,70,50,26,43,27,47,49,60,43,56,28,53,31,43,74,36,62,45,16,13,54,60,61,28,14,35,50,42,16,8,72,39,28,41,64,57,33,24,48,51,33,16,61,54,27,52,31,14,74,61,51,87,53,66,50,61,51,23,8,61,19,44
2.7,60,39,63,43,56,24,8,63,39,50,17,65,51,42,67,65,50,31,49,36,33,74,17,55,47,27,56,57,36,65,77,14,42,8,52,36,13,25,26,13,66,47,57,49,43,69,15,51,65,36,65,30,30,83,43,36,17,40,38,46,57,22,33,30,49,68,52,29,14,19,43,54,42,76,57,23,44,46,55,54,35,68,69,52,56,44,14,24,62,68,34,25,52,26,69,52,36,7,61,30,43.68
2.75,29,42,45,46,50,48,29,36,48,46,34,14,55,50,21,43,66,26,69,32,34,28,29,74,50,44,42,73,57,58,88,31,20,24,67,32,47,37,33,28,67,53,68,43,52,71,28,72,63,64,63,46,37,49,37,15,23,57,40,46,70,37,52,33,58,79,19,39,14,27,58,59,55,13,23,42,56,42,21,33,24,55,64,55,68,51,10,64,64,67,21,33,16,65,75,67,33,13,27,67,44.88
2.8,47,54,25,62,60,17,46,53,30,57,36,32,8,21,41,47,29,43,14,33,55,27,48,72,65,61,21,14,61,61,55,36,26,18,70,70,58,58,9,53,44,64,19,57,57,66,39,63,32,54,33,50,20,24,40,19,39,66,47,19,44,64,54,50,58,63,15,49,24,34,23,63,50,33,35,55,63,50,22,40,49,40,68,62,18,56,18,66,15,19,62,62,25,58,20,38,38,32,39,60,42.79
2.85,49,54,49,37,45,27,71,26,48,30,65,34,26,32,36,21,56,41,47,30,65,36,64,25,66,74,40,24,76,18,18,64,34,44,42,51,64,51,30,57,25,23,48,10,8,49,52,31,41,68,50,60,42,28,18,34,36,59,56,28,18,57,30,57,57,13,28,25,36,24,40,19,26,47,39,67,54,15,31,57,55,26,10,19,33,31,28,60,22,21,55,69,41,49,34,56,54,29,61,44,40.7
2.9,54,49,43,62,9,47,69,45,21,38,63,58,38,39,59,28,26,65,55,56,52,40,80,47,16,69,39,25,18,34,34,55,48,49,19,72,70,70,23,70,31,35,48,17,29,17,54,10,56,37,19,13,47,56,35,55,61,66,66,40,26,51,42,68,31,27,24,45,38,54,13,40,39,61,46,40,28,24,53,34,59,32,30,35,62,20,34,43,26,36,52,49,40,41,36,22,45,51,76,59,42.78
2.95,20,17,56,21,17,50,85,31,38,41,74,45,46,43,70,51,61,35,74,56,51,61,74,50,25,48,53,48,29,51,43,76,31,61,37,19,72,9,56,68,40,51,67,13,41,33,48,17,42,17,42,30,59,63,48,53,39,43,14,49,47,21,51,13,45,41,31,12,9,43,30,45,49,57,16,59,18,39,54,22,29,44,48,47,66,39,39,48,42,52,25,66,57,57,62,30,15,54,83,19,43.26
3,39,34,62,35,20,61,13,36,30,54,28,62,57,26,63,45,54,40,63,87,7,71,32,62,29,24,34,56,20,64,50,20,45,15,45,36,13,22,62,14,17,50,83,36,40,59,20,26,52,28,52,39,42,80,60,62,49,54,35,58,43,20,62,25,59,69,9,29,35,48,32,51,59,61,30,26,35,52,59,48,43,55,63,50,64,46,8,27,49,64,19,42,59,26,52,55,23,28,80,26,43.03
3.05,30,34,70,42,31,15,19,58,41,71,25,14,70,49,34,47,56,52,77,15,16,40,34,69,28,43,36,47,65,61,66,42,53,25,67,53,61,36,60,37,27,53,32,45,63,52,23,45,20,39,70,52,36,18,52,24,24,25,50,25,50,40,24,52,69,62,20,41,47,17,55,61,59,13,45,50,43,51,23,49,19,14,61,61,61,59,11,37,49,46,39,48,42,55,71,72,47,8,57,38,43.3
3.1,54,41,24,62,44,25,34,64,13,69,39,30,20,35,43,23,10,25,14,24,27,73,47,13,56,56,34,16,48,70,70,58,30,26,65,58,55,55,19,51,34,72,17,60,59,73,34,52,59,35,34,58,15,36,27,38,36,30,68,42,69,38,43,57,78,79,39,42,53,18,11,81,16,26,45,68,42,58,26,48,30,22,32,35,11,59,22,44,13,16,51,62,16,61,16,82,55,20,52,46,41.81
