,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,59,58,55,50,58,43,58,57,49,67,52,59,42,12,52,47,55,56,51,53,60,34,30,68,66,41,72,59,67,18,42,28,48,67,33,39,56,63,54,55,38,75,69,24,51,48,64,61,61,45,48,37,43,63,44,35,44,52,38,43,55,43,59,59,78,58,42,35,50,48,55,6,45,18,59,57,56,63,28,55,55,59,58,61,59,55,62,50,54,52,41,13,68,63,61,58,48,78,58,59,50.97
0.55,66,63,74,69,59,57,61,61,49,65,62,67,60,34,59,73,70,59,57,66,66,66,40,68,66,42,63,64,89,23,41,34,51,74,15,55,66,66,53,63,55,60,66,36,39,63,76,61,66,70,39,50,48,72,48,29,61,55,47,44,61,55,56,64,67,62,52,56,46,50,67,6,32,32,70,55,58,61,10,61,58,64,56,69,53,68,72,41,62,68,52,25,60,75,57,47,48,88,62,74,56.41
0.6,28,66,70,73,82,37,61,24,57,63,66,75,60,35,8,24,8,69,55,20,81,5,7,21,65,5,74,65,66,32,5,6,13,74,8,71,72,72,20,74,53,35,73,46,50,56,44,66,62,63,47,5,27,32,54,8,69,8,53,8,76,58,15,8,17,82,50,66,8,53,59,6,46,39,27,9,35,66,26,40,10,27,63,68,62,26,66,17,8,80,8,42,48,77,63,31,58,75,75,54,44.2
0.65,41,16,30,37,21,29,14,19,13,28,19,32,23,50,31,49,35,31,21,10,36,33,36,31,18,12,29,34,26,40,18,34,22,23,24,54,29,20,37,21,14,15,15,52,19,33,32,28,16,71,17,20,32,41,19,17,28,29,51,30,27,31,29,21,38,36,29,27,11,16,18,7,13,53,17,29,8,47,51,8,24,58,36,25,18,33,21,22,44,40,22,51,36,29,22,50,55,55,19,13,28.94
0.7,51,36,53,50,39,36,32,29,29,52,36,47,39,21,39,57,48,44,40,17,38,35,45,54,38,20,49,48,36,47,32,51,19,45,38,42,45,33,36,25,28,48,41,58,33,48,39,53,45,15,41,36,54,41,37,43,44,34,50,42,40,51,43,17,57,56,54,50,30,38,27,17,38,20,10,35,29,39,50,16,21,66,42,41,31,39,39,29,51,57,38,54,52,51,39,48,19,31,31,26,39.23
0.75,55,50,44,54,58,42,39,50,39,54,54,50,53,50,53,64,58,53,42,21,51,46,43,52,55,24,58,56,45,7,31,59,38,50,38,54,61,49,57,40,38,43,41,6,52,52,48,52,52,23,46,41,69,54,47,40,59,40,52,58,37,59,29,43,74,58,58,47,60,37,44,16,38,44,32,50,35,59,35,32,50,67,47,67,43,55,59,40,52,52,54,65,55,57,57,35,27,49,50,39,47.17
0.8,13,53,33,40,55,61,46,41,43,71,58,21,58,72,60,21,60,63,34,44,20,71,63,58,54,38,61,26,57,33,46,63,44,31,56,19,65,54,58,43,49,65,42,17,63,67,27,54,55,29,68,42,66,54,48,53,73,58,22,49,47,25,51,45,58,71,60,14,67,40,59,36,57,31,32,56,54,25,44,50,40,29,58,34,49,21,55,47,60,59,60,36,55,53,80,54,31,27,62,54,47.94
0.85,38,62,42,73,33,16,56,58,48,36,69,36,20,60,60,46,55,16,51,41,30,76,52,26,36,41,29,59,71,31,53,66,49,50,58,50,28,29,26,29,67,67,58,28,29,35,39,36,58,47,44,56,31,21,21,53,34,61,37,55,30,54,51,41,69,19,19,44,80,44,62,31,52,52,46,74,55,38,5,54,55,45,31,49,32,48,30,37,61,13,55,38,13,56,65,61,13,55,49,72,44.8
0.9,37,27,48,79,48,36,30,25,53,47,34,56,61,64,29,44,8,41,58,36,27,72,14,29,44,8,56,32,39,56,5,17,16,66,15,59,65,55,27,35,61,28,68,38,48,58,23,44,26,58,58,5,35,45,46,5,40,41,41,14,44,35,33,29,12,59,39,45,55,13,32,5,54,68,10,10,47,42,19,61,12,55,55,50,42,40,53,57,8,43,11,27,22,13,40,30,31,54,75,62,38.72
0.95,52,20,45,37,34,44,25,33,26,33,19,37,44,18,31,50,56,50,35,57,43,41,16,38,31,34,36,73,37,58,29,31,31,31,21,54,20,26,49,46,15,24,52,42,36,36,41,50,33,29,30,23,62,42,29,15,53,48,52,31,24,46,29,32,27,39,37,64,40,22,37,17,13,62,28,35,8,65,28,46,50,73,59,35,36,45,27,53,49,42,33,36,38,32,28,50,61,60,58,20,38.18
1,69,40,59,60,53,62,52,40,36,50,32,58,41,20,46,55,46,63,39,38,51,18,40,59,51,40,58,55,53,65,31,35,53,59,40,58,48,55,59,60,36,46,52,54,39,52,29,57,47,36,69,30,70,59,51,13,49,51,56,45,40,49,40,72,22,46,66,66,28,37,39,34,27,13,52,46,37,56,46,28,44,67,42,45,49,71,40,30,57,64,40,47,56,73,38,78,66,39,41,33,47.52
1.05,61,54,66,64,66,34,51,52,26,58,61,58,50,17,16,56,73,64,42,5,57,37,46,55,43,50,60,74,62,8,39,24,60,55,53,34,57,53,69,61,72,42,16,13,59,69,50,17,63,36,72,37,78,56,47,37,36,63,67,43,53,55,17,46,22,67,54,78,39,57,66,47,45,25,58,74,39,54,53,37,73,23,54,48,49,51,63,59,47,67,48,37,48,84,33,40,71,50,43,38,49.56
1.1,15,67,26,70,77,61,89,24,49,61,52,24,55,33,42,14,65,67,19,29,22,42,66,68,65,57,78,41,59,24,43,40,61,44,62,34,62,56,55,43,77,58,35,26,62,66,21,42,55,40,72,32,57,57,51,43,64,21,16,56,56,26,36,63,50,79,68,30,57,40,68,42,61,48,51,67,48,30,56,39,60,30,18,36,56,27,57,53,71,65,48,41,66,82,47,40,66,30,55,51,49.26
1.15,22,65,54,72,22,35,63,41,59,42,69,45,13,36,21,24,73,35,31,56,29,63,31,21,27,27,29,48,30,45,41,5,22,45,58,55,44,13,13,14,72,59,46,54,18,36,67,46,70,64,45,47,13,13,15,49,47,33,61,29,31,56,52,8,51,54,26,45,79,57,70,82,63,57,59,62,49,31,21,41,64,29,37,43,14,46,35,42,58,13,68,13,13,71,48,36,28,44,13,55,41.86
1.2,43,43,69,78,27,31,29,16,58,54,34,44,33,44,36,65,24,41,53,58,63,59,35,43,41,39,22,57,36,55,19,34,25,69,31,46,57,51,34,31,72,13,52,47,33,47,49,50,13,60,48,19,41,36,26,17,58,27,60,28,22,61,80,32,43,19,24,47,69,13,21,34,60,72,16,27,58,40,29,8,9,46,46,68,29,51,60,43,21,35,8,36,34,29,20,9,63,44,26,50,40.25
1.25,47,35,25,40,44,39,57,36,37,54,21,37,42,47,39,65,22,50,63,62,82,13,28,61,38,42,38,48,28,65,33,45,25,54,52,43,46,51,51,50,16,37,44,52,69,35,73,62,33,23,28,53,63,65,39,22,54,54,76,16,51,54,49,38,68,41,35,35,40,46,28,42,12,62,33,32,19,48,27,23,41,44,63,62,48,72,51,52,30,62,23,56,37,44,37,8,72,28,42,44,43.68
1.3,65,37,60,52,43,37,62,31,59,63,39,46,66,33,47,58,34,62,69,84,65,26,9,59,47,52,45,51,38,69,49,46,41,46,8,14,46,55,73,54,18,70,56,13,41,48,54,56,61,48,41,52,71,61,45,23,48,54,66,20,42,62,59,82,66,63,44,43,34,36,51,22,29,19,37,57,38,46,54,43,47,54,50,68,53,77,67,11,30,65,40,64,80,60,20,36,76,39,70,59,48.79
1.35,72,55,71,42,61,34,83,35,17,61,56,68,65,29,14,62,47,63,39,37,54,50,24,39,51,54,48,34,49,40,48,52,47,45,32,57,53,63,70,68,27,66,22,22,52,62,56,18,75,44,77,56,74,67,54,47,13,56,71,42,47,21,8,59,45,77,41,58,40,59,50,24,40,31,65,56,55,55,56,47,75,21,51,20,56,72,74,32,8,74,50,63,72,54,36,54,81,21,58,26,49.22
1.4,40,53,24,41,55,57,80,23,68,68,48,62,66,41,55,19,52,23,40,22,13,67,33,45,18,20,57,43,54,14,45,46,50,21,49,72,14,49,73,68,29,65,28,42,67,61,19,32,75,67,43,22,73,61,55,57,48,16,13,56,50,25,25,67,60,69,28,45,46,53,72,35,70,63,58,77,58,15,62,56,62,40,22,31,58,25,80,70,19,71,66,64,75,67,45,69,14,51,60,48,47.88
1.45,13,56,52,53,38,57,62,55,58,17,58,72,20,44,53,49,66,23,65,35,31,54,55,35,22,39,13,51,43,38,12,8,21,35,49,97,19,25,23,14,40,68,50,45,14,21,54,58,74,56,55,48,16,28,18,58,58,42,51,50,13,53,31,10,21,72,32,38,59,62,79,38,59,49,46,54,62,40,6,59,64,70,29,42,20,36,25,53,48,13,69,13,14,14,45,64,32,64,13,38,41.83
1.5,26,19,58,29,57,66,34,64,71,34,42,28,23,20,75,69,46,15,52,60,54,71,45,65,37,39,33,55,70,45,15,17,27,71,64,94,36,36,52,32,14,13,61,55,37,22,31,67,16,19,35,33,32,41,33,20,63,58,61,66,44,68,50,36,26,13,37,35,38,33,20,52,69,55,10,68,14,49,23,8,17,70,13,78,40,48,33,68,55,32,34,36,45,27,27,63,54,76,42,65,42.94
1.55,49,46,50,48,64,40,37,68,50,40,35,18,44,36,64,70,8,16,70,66,78,32,12,70,76,46,45,32,62,60,36,23,35,66,57,77,51,50,40,51,25,37,57,58,42,37,60,61,35,35,13,63,63,62,41,35,65,69,61,8,74,70,50,57,40,38,45,25,28,40,24,33,18,13,34,11,37,67,22,31,35,76,32,62,51,63,65,63,53,49,54,62,65,43,62,10,60,93,74,58,47.32
1.6,56,70,75,55,34,42,70,77,77,51,39,41,44,33,69,81,32,51,61,61,67,13,8,74,70,49,70,46,78,60,31,34,42,84,26,19,56,62,63,61,26,62,35,6,79,55,66,21,41,56,39,44,59,63,43,46,68,63,73,21,76,74,59,67,50,69,53,55,39,14,31,62,25,26,43,22,41,58,32,48,19,28,47,56,76,49,68,8,61,50,23,61,72,54,34,33,74,40,63,70,50.28
1.65,70,90,64,13,54,61,51,8,19,52,31,45,28,24,9,52,45,62,18,31,69,20,18,44,67,57,54,26,50,26,37,26,41,62,35,50,34,60,75,47,49,59,22,24,71,66,65,28,83,54,58,64,71,72,57,21,28,41,72,47,79,20,10,69,60,74,14,56,56,38,49,58,54,37,71,45,43,46,24,59,57,42,59,58,70,65,71,24,14,63,22,61,72,60,75,48,74,28,74,33,48.09
1.7,64,81,32,21,27,68,69,20,35,66,49,59,40,45,25,15,67,58,27,34,38,25,34,38,36,5,69,64,62,14,32,37,15,42,54,42,17,48,82,58,44,72,56,48,80,27,30,27,71,66,73,12,64,40,58,58,50,25,13,58,75,37,34,52,35,69,32,61,35,47,78,62,44,51,64,63,55,15,48,57,53,64,59,51,37,14,71,23,22,66,33,65,71,73,64,57,13,53,78,55,47.22
1.75,29,91,50,31,36,63,67,32,52,19,50,29,41,52,57,20,57,68,49,31,45,28,32,54,46,19,15,61,36,37,17,28,19,51,54,77,25,13,30,13,65,79,53,59,20,55,42,44,82,67,58,30,17,21,38,23,64,39,31,63,21,43,52,28,21,74,57,35,41,55,67,12,57,51,71,79,32,18,14,67,69,80,58,78,52,36,16,49,47,13,34,13,17,22,65,50,30,67,21,33,43.19
1.8,45,24,29,46,40,44,18,60,51,31,39,40,51,31,51,53,73,43,54,41,49,34,37,64,57,44,28,69,48,51,29,40,38,21,50,58,53,23,46,16,36,35,60,67,36,28,29,41,19,17,66,12,32,45,29,32,69,9,66,54,45,56,59,46,40,13,61,16,16,82,56,31,16,50,17,71,42,34,17,8,24,89,14,69,59,52,28,31,50,33,53,46,48,37,19,56,26,73,50,70,42.04
1.85,40,34,37,53,61,32,35,49,57,41,45,27,60,42,74,76,14,20,48,52,67,15,5,90,41,48,42,33,24,62,38,15,28,49,11,71,58,29,17,23,46,13,67,71,46,63,51,39,33,34,29,36,41,66,44,45,70,25,55,8,54,56,81,51,49,19,70,24,32,63,23,43,32,25,31,29,34,49,27,27,50,83,42,40,60,60,81,46,55,56,49,57,46,25,51,13,49,66,68,69,44.3
1.9,51,41,61,57,41,57,57,62,51,55,19,51,58,49,59,74,31,40,31,47,26,20,16,71,53,57,51,50,62,55,44,45,49,50,16,20,63,42,22,24,50,22,14,10,77,64,64,37,47,68,58,26,64,58,48,56,60,51,61,13,65,58,71,67,49,28,64,45,53,16,24,63,28,14,52,31,41,47,40,37,23,19,64,49,58,59,68,25,21,65,13,78,63,47,65,20,58,38,84,65,46.51
1.95,60,64,60,18,46,63,81,11,18,51,40,52,40,7,15,81,47,56,43,5,44,28,35,13,37,54,53,35,44,11,62,20,65,64,23,36,54,42,40,49,45,31,42,19,59,84,64,53,46,69,71,54,63,69,58,23,26,68,73,19,70,20,31,35,56,41,34,39,59,20,19,27,45,32,60,48,55,25,12,64,38,27,56,39,36,76,74,47,34,66,20,59,66,54,68,34,59,28,68,18,44.62
2,24,56,39,41,28,57,69,33,23,52,38,66,17,20,37,21,62,62,57,27,68,8,45,24,63,6,60,44,61,15,38,41,63,24,35,75,15,64,38,43,13,51,66,19,72,46,18,28,54,69,66,13,68,27,27,48,42,75,14,24,79,44,69,37,14,53,58,47,68,31,20,40,60,43,61,72,28,44,27,51,41,45,74,41,31,15,60,68,45,65,34,65,46,73,66,40,13,39,66,33,44.05
2.05,36,51,49,39,39,28,77,42,29,32,52,42,30,29,49,29,57,59,38,56,92,26,61,54,60,32,19,64,68,10,39,50,39,48,52,83,45,26,52,26,29,50,82,34,20,56,53,61,60,51,72,27,26,26,19,30,56,67,43,46,31,41,56,8,28,50,64,15,8,40,17,18,59,72,53,61,48,46,22,86,60,66,80,61,74,25,13,61,60,21,43,15,36,28,51,58,35,27,44,35,44.33
2.1,48,64,54,53,59,66,28,60,62,46,41,35,45,13,61,44,33,57,47,59,71,33,51,78,71,37,33,63,75,20,38,48,19,31,54,69,49,53,43,33,35,68,72,46,29,34,51,28,15,15,14,37,35,45,37,49,69,15,51,31,44,69,33,22,56,17,74,28,23,44,18,20,40,61,18,79,49,48,48,28,40,69,47,62,62,42,22,61,58,37,50,43,40,47,35,9,46,47,22,67,44.45
2.15,33,35,29,56,46,56,63,58,71,55,51,49,47,33,56,54,36,28,43,73,77,35,5,71,23,60,40,31,18,46,50,7,37,51,16,84,74,66,28,52,54,21,71,41,34,20,63,62,30,34,34,50,59,55,23,74,66,24,62,18,17,73,61,33,69,41,70,47,57,16,14,29,47,44,29,11,42,60,37,46,38,61,39,20,67,56,19,10,66,48,46,39,55,39,46,30,66,33,32,49,44.4
2.2,54,37,53,68,56,55,48,31,59,40,29,59,30,36,18,61,55,49,46,72,16,42,35,72,44,57,54,48,52,54,29,29,68,59,28,21,67,55,14,27,68,40,13,5,39,38,69,57,55,69,59,44,73,26,53,67,51,37,59,29,40,50,58,62,28,52,15,67,64,45,27,28,27,13,41,25,38,39,61,39,9,13,54,51,56,68,44,30,9,54,46,63,57,69,60,62,64,31,46,53,45.36
2.25,53,49,39,17,65,45,58,23,27,69,65,63,46,21,27,63,56,49,22,6,24,48,75,27,21,56,45,47,52,26,24,35,58,70,9,31,79,52,37,46,65,41,34,17,44,45,67,61,62,83,69,45,82,44,67,40,25,24,65,43,44,26,37,60,59,59,39,62,61,32,43,5,24,44,57,38,78,39,32,36,26,39,24,36,29,67,45,41,21,62,53,54,41,68,76,61,67,50,56,13,45.52
2.3,31,38,55,41,19,22,77,30,37,43,32,39,28,26,40,16,65,60,40,29,32,5,54,44,37,5,19,52,59,40,44,66,62,16,13,58,15,69,55,25,13,55,37,33,16,70,26,20,59,73,69,36,42,55,77,47,39,34,17,47,71,46,41,66,29,25,62,64,69,64,59,22,56,63,57,34,75,57,34,57,33,60,44,52,48,16,54,58,28,40,24,63,55,66,72,65,29,56,49,33,43.99
2.35,41,39,32,51,30,26,22,38,44,53,55,20,39,41,65,32,61,20,54,39,52,18,73,51,45,36,31,76,63,22,44,59,23,29,39,51,44,33,77,36,39,63,49,45,26,53,42,41,72,83,73,49,39,71,59,8,42,36,22,72,69,68,58,8,41,51,65,24,20,49,59,35,42,82,50,16,40,58,8,75,57,84,47,58,70,30,19,65,44,28,27,35,44,18,30,75,33,57,42,52,45.21
2.4,41,43,38,54,26,60,29,44,62,27,74,24,40,14,55,50,13,45,66,74,59,37,75,62,57,45,48,61,77,41,48,75,27,44,34,55,57,54,77,51,58,33,54,50,41,31,64,22,37,14,18,67,47,65,65,21,44,37,33,19,74,53,30,32,63,40,68,28,33,64,67,42,64,82,21,28,47,70,32,53,61,70,67,65,61,30,28,57,68,37,39,22,50,20,54,11,56,26,20,87,47.03
2.45,21,17,55,62,44,61,37,38,63,45,48,30,59,32,71,51,30,40,71,62,55,48,11,64,37,63,68,28,47,43,39,20,34,60,44,61,74,60,85,61,82,23,59,59,69,23,65,39,16,35,20,75,53,84,31,44,15,25,58,43,44,76,55,48,67,65,72,43,51,15,15,67,70,78,22,14,25,14,31,55,69,78,37,23,65,50,56,10,69,47,62,31,53,26,72,35,60,13,25,55,47.2
2.5,36,46,54,59,53,68,54,8,35,32,45,56,27,52,8,67,32,57,17,61,32,52,25,27,43,62,66,47,48,51,17,24,28,75,42,16,72,27,16,30,72,39,25,10,62,48,62,33,28,58,40,32,52,15,60,38,25,42,68,23,27,38,68,72,44,75,14,50,65,38,30,59,30,14,30,23,31,44,62,39,14,14,53,45,17,49,71,27,40,57,71,54,23,53,75,63,60,33,30,73,42.74
2.55,30,62,17,13,51,51,42,23,33,21,22,74,39,56,20,60,47,58,29,6,15,64,41,14,37,63,47,46,20,6,9,43,67,71,13,13,84,53,38,43,72,56,27,37,40,49,48,42,44,81,35,38,52,28,67,60,42,14,67,49,40,22,62,58,19,81,42,73,79,39,47,8,11,33,16,41,29,45,49,10,36,42,31,55,22,60,68,37,40,64,62,63,62,50,76,60,24,44,22,13,42.24
2.6,34,89,41,36,14,28,56,44,50,47,18,53,17,29,37,14,50,75,45,49,28,32,54,26,47,6,21,42,30,16,22,54,58,13,29,19,13,66,35,16,14,61,40,17,13,65,22,14,55,79,50,12,27,47,48,57,56,36,28,29,41,29,26,70,34,13,59,30,56,69,66,19,15,44,39,30,42,67,54,19,41,62,77,69,36,20,51,39,81,15,15,61,51,37,77,67,40,65,39,25,40.13
2.65,55,81,58,50,32,12,15,51,51,59,41,59,41,35,47,19,47,13,59,52,44,38,52,36,14,24,35,57,29,14,42,69,42,25,40,37,28,46,61,36,28,33,53,28,34,62,55,22,54,85,61,29,42,48,41,14,55,53,35,44,49,65,29,43,54,27,52,61,11,65,70,45,32,68,36,23,25,67,9,25,73,65,61,66,35,34,17,59,25,29,26,23,70,54,27,65,29,57,42,50,42.85
2.7,56,80,49,75,60,28,37,63,79,63,54,21,63,16,64,30,9,14,80,76,54,45,35,39,33,46,69,54,25,23,43,60,58,36,38,53,42,45,62,39,40,22,24,39,44,15,62,37,41,17,14,41,50,49,55,53,68,54,39,24,47,55,46,43,51,45,63,30,23,79,65,48,43,49,22,36,34,65,29,26,71,63,74,73,58,45,31,64,44,50,42,54,71,27,21,45,45,67,49,70,46.67
2.75,22,19,48,83,66,30,35,67,45,71,49,27,77,26,58,50,30,20,76,68,55,23,33,49,43,68,58,13,31,45,43,5,28,45,50,59,47,69,72,47,60,27,35,43,64,23,77,42,37,32,24,63,77,60,29,42,14,40,66,36,37,65,55,50,61,46,64,39,28,29,15,61,54,67,41,39,57,21,26,33,71,63,27,17,38,55,46,16,41,67,61,49,15,48,35,28,56,14,13,69,44.58
2.8,38,24,62,81,62,44,49,26,34,86,36,31,57,36,22,57,56,22,19,81,57,27,46,58,33,52,74,40,46,49,36,27,42,65,28,56,56,31,17,47,52,43,35,16,59,24,42,52,47,60,43,40,58,35,63,62,29,58,55,53,51,40,68,46,62,60,14,35,46,37,40,48,49,32,57,27,45,36,67,48,25,17,51,32,34,78,66,18,50,55,69,54,30,43,41,12,66,31,20,69,45.05
2.85,29,26,22,20,74,51,37,13,13,16,21,39,62,50,38,56,51,38,28,10,27,43,41,23,60,78,60,50,30,24,20,30,44,58,11,13,59,44,34,54,61,60,32,40,69,39,59,17,28,43,49,52,41,20,70,56,62,12,62,34,61,27,36,59,13,69,15,37,43,61,46,24,30,38,48,36,40,53,60,27,40,45,46,34,27,30,71,42,43,71,31,22,47,57,38,23,58,46,24,42,40.63
2.9,43,47,52,49,13,60,23,42,17,30,36,46,13,11,53,14,57,49,26,22,39,8,66,31,63,15,16,64,50,37,22,50,33,14,20,25,14,27,43,50,15,59,41,44,14,41,49,23,38,64,64,36,30,41,48,47,57,20,25,16,39,31,29,15,37,19,30,23,21,74,68,35,29,47,54,23,59,55,69,37,52,33,55,65,30,30,53,49,28,16,37,30,51,16,51,17,59,69,50,18,37.65
2.95,55,46,59,74,36,13,39,61,24,31,46,56,18,34,53,22,53,21,49,47,30,23,5,46,37,28,25,77,70,46,39,62,39,26,32,36,36,41,73,20,25,25,58,25,22,14,53,39,52,72,60,20,35,55,48,5,65,34,45,44,53,44,56,39,55,42,45,30,23,73,57,51,57,57,30,49,35,61,6,54,65,62,57,66,30,43,30,70,32,37,25,54,60,42,40,36,14,68,62,26,42.6
3,41,45,64,84,46,20,70,42,46,37,53,14,25,16,66,44,35,35,68,52,34,35,14,51,52,51,40,64,58,5,46,67,45,37,37,41,45,39,75,51,35,36,59,44,38,27,50,44,40,20,30,30,44,53,54,25,75,50,20,63,43,13,63,32,37,51,48,23,24,47,65,69,63,52,31,46,44,29,17,59,59,50,61,18,53,50,39,70,48,58,50,52,63,53,55,50,23,64,64,36,44.99
3.05,23,19,36,69,62,24,63,68,51,58,65,19,40,35,81,56,10,44,63,27,55,58,27,51,52,60,46,16,58,20,31,8,30,55,59,62,41,57,87,54,55,36,13,55,52,38,30,58,27,27,43,19,49,63,20,41,15,59,36,57,53,19,70,53,60,37,65,45,49,33,13,61,65,14,53,58,24,33,52,30,46,58,17,29,60,53,47,48,50,56,16,58,22,53,27,20,39,38,35,38,43.3
3.1,39,18,45,38,62,33,72,73,59,44,19,30,49,48,11,55,16,36,53,43,58,52,30,44,35,33,58,32,61,21,44,31,36,57,54,63,58,15,16,42,57,54,27,30,60,52,34,55,43,38,50,36,72,36,22,55,37,57,43,56,40,18,76,69,57,57,40,47,52,35,34,18,58,41,44,10,31,60,59,31,8,22,25,42,29,63,55,9,39,75,23,27,27,63,48,35,51,39,48,40,42.42
