,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,48,34,43,47,39,38,52,48,47,43,35,49,59,57,56,15,37,51,60,38,41,34,42,34,55,50,47,54,38,42,34,61,75,46,48,48,44,41,54,25,54,54,47,44,47,40,31,61,42,62,23,29,46,43,41,53,35,41,39,25,40,41,58,44,54,58,54,52,32,52,46,41,31,32,61,48,35,38,35,41,37,52,52,35,47,52,27,6,37,29,38,42,36,31,40,46,39,42,30,57,43.34
0.55,38,47,50,58,46,52,60,66,66,46,49,48,60,62,69,38,41,52,56,56,57,55,67,44,34,62,53,50,29,54,50,57,50,57,42,31,60,53,44,52,63,52,52,55,55,59,22,55,59,40,26,48,47,61,44,52,37,45,32,36,48,46,47,54,46,48,47,60,33,64,50,52,42,41,61,30,47,48,43,50,31,49,48,48,52,31,44,12,54,32,50,50,36,28,43,51,53,41,54,67,48.32
0.6,31,26,59,12,62,6,77,34,17,68,25,62,68,73,64,31,28,67,74,17,22,55,60,16,54,53,65,31,41,62,8,69,46,25,5,31,8,56,44,58,58,71,64,29,22,25,43,69,58,15,10,33,12,55,53,78,25,8,36,11,48,49,14,22,64,27,57,62,5,67,30,61,14,10,68,8,37,52,61,38,59,59,57,68,21,15,12,18,51,44,70,10,8,26,39,65,25,42,50,27,40.45
0.65,43,20,33,20,36,21,30,40,26,20,41,23,25,23,37,43,42,25,28,29,45,31,18,30,27,31,28,24,13,22,32,29,11,44,21,30,32,42,61,37,15,20,22,51,21,34,45,29,27,42,14,43,25,32,36,25,25,33,47,27,48,36,31,42,28,25,19,18,15,26,35,33,24,22,29,30,47,31,57,34,38,24,26,34,29,41,33,25,26,55,20,24,27,23,16,20,36,45,25,29,30.52
0.7,47,28,23,40,46,31,32,44,31,46,52,46,34,46,32,44,48,50,34,21,58,41,40,19,43,36,44,40,26,43,37,43,25,30,15,37,45,44,49,62,29,36,40,47,41,47,59,36,32,53,22,10,37,44,36,44,36,31,8,39,32,23,46,43,38,36,31,26,36,32,44,49,38,16,43,31,45,36,60,36,58,35,44,38,8,19,49,34,42,25,48,33,30,24,28,32,65,53,35,41,37.61
0.75,13,29,34,35,51,34,36,51,46,44,51,45,54,54,39,44,49,42,42,35,57,59,33,41,49,55,43,38,37,48,62,49,30,47,27,40,55,58,79,64,39,37,40,54,10,52,9,23,42,45,32,28,52,55,38,55,8,42,18,47,51,53,37,61,35,52,28,49,26,41,45,37,45,22,41,48,39,32,57,48,64,43,51,31,21,39,60,19,36,31,40,50,39,6,20,37,58,47,38,39,41.41
0.8,30,35,40,37,57,37,17,60,22,48,30,63,50,55,22,15,25,28,20,24,47,24,26,42,15,21,16,30,19,54,48,21,38,64,30,51,54,48,34,15,44,45,46,56,25,48,34,38,46,55,41,28,44,32,23,55,18,39,21,38,45,62,51,31,42,56,27,55,49,14,60,46,54,31,19,40,15,52,15,32,24,28,52,17,25,43,53,28,31,22,62,58,45,28,26,42,46,21,40,13,36.88
0.85,45,28,15,33,38,59,44,63,41,42,68,39,27,40,34,36,40,35,39,48,71,31,54,43,36,26,52,37,40,25,61,32,37,34,52,14,75,57,30,24,51,25,29,24,36,68,21,54,54,16,9,41,56,29,43,35,20,49,47,60,14,34,58,32,15,32,48,65,52,32,37,28,57,30,41,59,26,27,47,37,43,45,27,36,38,50,36,31,64,50,27,61,56,22,41,17,50,47,13,20,39.57
0.9,44,42,35,49,36,6,51,17,48,51,39,62,51,71,37,42,44,50,48,9,24,35,47,32,48,48,59,24,39,37,36,35,56,17,5,20,10,26,29,39,39,43,35,27,47,17,32,57,15,25,21,44,23,46,26,59,27,27,50,38,19,53,21,40,48,19,51,73,35,32,31,25,32,16,34,8,36,41,45,19,47,37,50,39,46,12,15,56,23,48,68,25,8,35,44,38,38,49,29,22,36.03
0.95,52,28,50,18,51,39,63,51,35,13,42,33,25,26,36,46,60,31,35,31,42,42,63,38,61,48,69,45,17,47,24,51,11,24,38,35,33,30,31,56,34,42,29,42,52,55,46,38,33,48,28,59,27,27,53,38,26,36,60,10,61,50,39,48,40,25,23,25,8,42,41,54,17,21,40,49,50,46,51,32,52,45,38,43,52,38,33,32,42,70,37,42,40,29,37,46,61,58,35,43,39.88
1,53,44,53,30,47,32,63,50,54,25,75,56,40,35,62,15,61,38,50,41,48,44,58,19,54,49,69,45,31,45,20,43,40,31,37,40,46,53,44,57,43,44,30,50,56,46,57,46,48,51,43,10,30,45,57,48,58,41,16,40,55,26,26,34,39,37,41,28,30,48,20,46,32,31,54,32,45,25,49,35,60,47,42,54,22,28,46,11,44,46,61,36,38,44,52,58,60,53,49,41,42.81
1.05,22,50,61,48,63,55,78,46,58,30,59,59,46,41,63,16,73,44,55,65,49,51,13,63,67,58,85,53,32,55,27,47,48,40,40,47,46,56,49,73,43,48,35,58,43,45,14,14,45,28,57,44,35,35,62,52,6,46,55,40,58,59,37,59,48,54,35,51,36,60,31,45,39,6,59,67,51,35,75,43,23,69,47,59,25,43,50,17,29,14,59,54,39,5,45,58,23,27,49,52,45.71
1.1,40,45,70,39,43,47,20,61,20,43,49,16,54,50,16,9,34,18,24,44,36,20,26,46,21,18,16,27,22,24,44,17,58,42,46,52,36,61,31,36,54,60,48,56,31,55,24,27,63,48,28,43,36,22,22,57,61,53,43,57,70,31,38,13,60,55,38,48,42,13,24,59,62,28,21,48,32,44,13,48,29,27,57,17,61,45,46,28,45,28,63,57,54,27,26,70,39,18,63,29,39.25
1.15,60,36,42,32,17,67,58,65,48,50,56,32,52,16,37,24,47,21,52,67,66,33,39,61,25,47,29,36,40,34,56,18,48,17,70,40,44,52,48,43,52,16,13,21,30,57,14,50,61,28,45,68,40,40,24,23,47,12,70,48,14,49,21,26,24,26,40,55,47,34,35,13,52,52,30,66,38,31,27,44,41,43,38,33,45,60,21,34,60,65,13,29,65,37,38,22,40,43,19,34,39.88
1.2,56,59,38,48,19,44,52,18,37,63,52,60,56,19,48,18,38,19,46,13,50,37,36,28,51,41,33,37,15,44,34,45,69,38,8,19,10,16,55,17,20,33,43,24,40,25,13,54,24,8,11,56,54,42,42,43,58,28,48,69,26,43,32,45,50,30,19,47,57,42,36,35,50,35,29,8,54,52,69,29,56,53,34,29,54,22,17,62,27,41,30,40,31,42,41,30,44,46,31,47,37.86
1.25,70,28,56,38,39,44,72,27,45,17,48,52,23,40,59,54,60,41,35,28,40,44,56,45,52,60,37,60,47,58,47,39,8,56,38,44,29,37,53,39,36,37,62,38,45,34,29,61,33,18,38,72,12,59,50,45,62,28,69,12,61,44,51,48,60,46,34,16,5,50,42,37,15,46,27,28,47,49,55,44,53,62,24,42,10,41,28,64,39,63,56,26,37,42,41,13,52,44,47,51,42.45
1.3,63,52,50,48,35,36,67,53,54,30,52,51,50,37,54,48,60,45,40,61,60,66,66,17,62,67,48,50,37,62,18,51,32,55,39,46,32,49,67,59,48,35,62,38,35,53,46,61,35,25,27,14,28,56,54,48,68,42,8,41,42,36,62,44,63,63,40,41,11,55,5,61,35,63,45,31,53,30,59,40,69,41,35,32,16,9,33,45,47,66,64,48,47,55,42,26,50,59,52,56,45.64
1.35,13,55,70,45,51,14,73,54,53,35,20,59,59,22,61,49,62,52,57,52,61,62,31,45,30,44,50,60,49,69,24,22,40,60,52,42,44,41,24,58,62,47,64,43,14,54,39,22,52,40,29,32,31,47,60,52,6,54,26,53,58,58,62,61,39,57,59,52,25,69,28,57,43,14,39,43,15,37,56,40,13,50,42,41,33,17,38,44,16,23,48,60,31,7,50,48,18,25,55,69,43.31
1.4,44,29,15,56,61,32,28,52,16,38,26,17,73,33,20,16,36,56,14,44,32,22,36,37,15,36,15,19,13,19,29,30,47,70,54,29,35,46,48,67,64,59,77,29,11,63,17,13,56,52,20,28,42,15,20,76,29,40,26,51,61,42,42,13,55,76,52,46,26,15,64,64,50,34,14,44,16,37,13,39,38,22,31,20,37,28,48,16,31,32,61,47,8,20,12,55,50,29,38,14,36.33
1.45,40,36,22,65,34,44,42,43,30,54,47,39,68,30,43,39,42,23,34,43,54,59,55,56,29,51,36,45,23,25,43,25,59,22,59,65,60,54,46,69,65,38,32,61,9,17,58,27,37,54,37,48,44,34,47,29,46,8,53,61,27,59,24,25,13,16,61,57,36,40,66,14,52,53,30,53,17,43,27,45,56,57,40,13,56,31,15,17,58,31,13,47,24,14,21,56,54,56,21,39,40.35
1.5,61,40,29,10,68,50,38,29,32,66,44,52,81,19,47,36,28,49,53,16,77,64,37,27,40,20,36,40,27,39,43,45,73,30,8,36,20,13,66,16,20,40,30,36,19,35,25,41,16,9,39,48,50,45,40,43,46,17,45,64,44,58,12,37,35,26,13,67,40,54,67,37,63,36,41,8,20,48,49,45,70,61,33,18,51,44,30,19,32,60,26,57,38,33,42,71,49,49,43,32,39.71
1.55,50,23,36,46,54,18,40,41,38,25,66,65,25,18,63,37,53,40,64,35,57,37,43,51,50,33,57,51,40,47,50,41,13,50,26,48,39,18,64,38,29,56,62,43,34,36,41,44,29,17,55,61,11,49,44,40,47,26,63,16,46,70,27,48,54,57,41,32,25,52,68,40,16,58,47,18,39,57,46,32,57,69,45,21,13,53,56,26,42,47,42,13,37,38,37,13,58,49,49,46,41.77
1.6,71,33,46,45,55,46,37,58,54,35,32,55,47,24,46,50,45,56,63,57,71,35,16,31,64,39,61,49,41,57,15,53,32,56,33,35,22,17,77,44,46,13,60,36,45,51,57,60,42,18,22,26,15,52,60,15,68,37,15,23,50,17,43,42,53,63,42,39,31,50,24,54,16,57,50,27,43,62,58,44,74,49,31,36,30,31,41,32,48,31,43,34,43,42,49,33,59,54,45,50,42.84
1.65,16,41,54,54,63,27,36,52,64,40,31,63,41,32,53,47,54,59,67,59,45,58,36,31,48,62,32,56,52,51,24,13,25,59,48,50,28,19,37,44,53,20,63,45,46,50,48,64,61,32,34,51,21,58,53,37,16,35,24,51,63,32,58,65,56,67,64,34,36,53,32,54,27,36,51,45,48,17,58,56,13,68,52,46,52,33,59,38,21,54,40,42,58,16,50,44,16,27,69,59,44.42
1.7,33,49,39,50,13,45,22,62,31,50,34,19,53,44,19,13,34,65,17,57,28,34,51,22,23,29,36,37,27,19,33,29,39,35,40,34,36,35,32,74,57,36,20,18,57,54,18,20,65,31,16,52,28,14,46,38,16,49,48,55,21,50,53,20,58,68,60,56,12,15,51,74,37,41,20,48,50,23,15,43,30,19,33,50,38,42,27,15,44,65,63,50,32,41,19,56,28,44,22,27,37.4
1.75,42,57,30,76,22,42,42,34,19,54,48,37,57,21,21,26,43,13,23,57,51,52,51,40,36,64,30,52,38,24,43,32,40,18,56,39,49,30,47,67,68,53,52,23,8,14,36,31,71,49,35,64,40,34,52,50,32,10,47,56,29,65,66,51,17,14,74,52,22,39,48,17,44,25,36,56,14,32,21,63,35,43,57,46,50,9,26,30,51,51,33,55,34,21,30,53,35,54,32,61,40.39
1.8,78,46,62,25,40,44,40,32,25,69,33,43,45,43,43,43,25,35,31,20,56,56,51,55,38,29,32,52,30,47,43,52,56,28,17,48,25,28,50,36,30,55,51,37,27,37,23,38,24,22,40,28,8,45,14,49,34,26,29,32,32,63,10,53,43,15,37,26,14,54,54,20,58,10,30,11,19,41,29,66,65,33,27,30,40,18,38,21,56,65,37,64,41,28,46,64,44,32,13,30,37.77
1.85,56,13,45,34,52,15,32,51,41,13,39,58,28,30,36,34,55,36,35,25,72,69,32,59,52,47,57,50,43,47,37,52,10,49,57,16,31,41,52,45,36,70,55,53,45,39,51,53,40,31,44,46,20,66,43,58,48,55,14,32,45,75,33,61,30,29,50,46,26,55,26,37,57,22,46,24,30,58,35,24,50,39,37,29,25,24,44,46,68,18,46,30,37,45,42,16,74,40,32,54,41.5
1.9,76,30,66,45,61,37,56,58,66,30,15,61,44,40,54,54,47,54,22,39,64,53,21,62,17,49,55,68,53,60,8,60,17,55,51,24,33,50,23,54,29,17,54,56,66,54,37,58,35,26,14,24,30,64,36,14,54,55,20,35,53,33,44,62,55,38,32,61,34,56,20,43,57,25,41,41,43,13,46,49,61,22,17,36,42,36,43,31,23,45,16,30,54,47,44,36,29,23,39,53,41.83
1.95,13,48,35,51,70,37,24,61,64,24,28,57,57,51,16,44,50,56,34,21,48,68,34,9,38,55,22,15,55,31,18,13,29,57,56,44,9,28,28,20,58,30,69,56,49,52,52,27,38,40,38,43,54,78,49,19,7,57,32,53,59,52,52,62,60,59,34,46,43,65,26,55,19,38,59,47,52,26,57,50,23,33,32,37,63,38,55,44,41,47,34,50,22,22,8,36,49,37,62,53,41.66
2,39,46,58,8,21,46,32,41,46,58,39,38,69,56,25,12,30,57,35,47,16,19,59,16,38,18,61,27,34,18,30,31,44,38,49,37,19,35,39,30,55,52,13,38,60,57,34,16,42,49,22,44,51,33,56,33,19,53,39,46,24,52,57,14,63,46,14,42,5,19,35,30,23,57,15,55,56,31,46,45,34,44,44,68,27,49,21,9,59,64,46,58,38,30,31,51,30,44,46,13,38.08
2.05,60,64,36,22,26,49,24,25,20,52,47,14,62,16,22,27,47,25,50,50,31,23,52,30,41,41,37,15,33,26,44,38,40,24,53,40,41,52,58,43,53,56,21,25,9,22,38,29,14,48,34,56,62,18,52,42,43,22,56,49,29,61,63,43,22,13,16,36,24,15,54,32,38,54,28,55,51,39,28,19,48,50,47,40,38,24,28,24,74,42,53,61,33,5,35,66,50,36,58,16,37.97
2.1,60,60,46,48,42,41,37,46,35,69,39,27,33,40,44,38,37,32,56,19,32,30,66,43,61,31,55,28,37,43,49,68,48,31,5,56,49,43,58,53,38,57,29,40,18,36,5,38,32,14,45,47,13,28,27,43,45,34,52,41,25,65,13,39,28,24,16,25,29,37,44,31,58,39,50,8,15,41,39,32,57,18,19,61,30,37,13,29,59,60,53,18,50,18,47,38,52,46,19,22,38.21
2.15,59,23,72,47,45,7,14,50,32,34,43,41,65,43,37,51,52,35,59,17,49,64,13,50,66,41,57,33,51,51,54,47,37,49,34,24,56,56,54,66,41,70,47,43,22,41,11,60,41,27,54,45,22,26,34,48,50,36,27,11,35,15,18,71,48,25,18,33,32,45,7,30,53,13,65,18,33,51,36,42,61,44,28,18,27,12,20,44,75,25,20,29,15,18,45,22,66,20,29,33,38.73
2.2,64,24,62,46,53,31,27,56,71,47,24,51,51,52,54,40,56,48,13,26,51,58,20,60,21,47,54,37,42,36,10,63,10,66,44,35,69,31,61,20,39,19,37,59,33,50,15,60,46,19,12,23,35,43,41,30,52,49,40,32,39,33,33,51,61,44,25,13,47,51,21,44,55,22,59,31,47,21,43,56,14,27,22,42,41,32,28,36,20,46,34,44,16,33,60,33,19,45,41,39,39.33
2.25,14,48,35,53,25,22,29,22,55,20,32,51,40,59,21,28,16,48,19,24,58,69,39,28,35,50,27,18,47,25,24,15,28,32,59,35,31,24,21,27,44,31,47,40,45,53,25,37,60,33,21,22,41,51,50,31,12,59,43,52,41,42,38,69,58,42,30,25,49,67,23,44,40,26,71,35,64,31,52,51,27,48,36,44,44,45,34,38,25,46,60,55,23,36,24,40,34,47,49,50,38.53
2.3,24,45,40,9,28,32,39,62,69,30,57,58,26,63,28,31,35,27,37,30,14,16,38,37,46,26,44,23,9,36,31,46,32,52,63,18,18,37,25,33,17,43,17,17,48,35,36,21,60,42,29,44,24,63,63,56,32,14,23,59,20,41,39,13,23,62,39,31,16,39,39,15,36,37,20,47,51,37,58,65,33,46,46,59,49,60,37,10,37,60,56,50,41,51,31,37,32,63,46,13,37.42
2.35,42,54,15,18,41,54,43,31,19,60,44,18,23,15,47,45,37,33,48,8,21,26,45,48,60,45,39,43,17,60,47,51,48,20,67,31,30,47,36,47,23,55,36,22,10,22,35,36,15,59,11,47,30,29,56,46,42,16,43,52,29,43,15,27,33,34,40,44,16,20,50,23,50,38,33,59,71,54,26,39,50,54,58,47,65,58,15,10,45,15,58,37,43,6,36,50,45,35,61,24,37.64
2.4,59,23,28,32,56,58,23,56,44,63,59,34,30,39,37,42,50,27,50,20,25,42,53,27,55,41,37,49,40,55,50,56,61,37,8,37,35,50,31,44,36,55,40,32,25,37,5,49,23,34,31,67,9,14,40,58,38,26,39,66,43,52,21,35,42,48,42,58,30,28,49,34,18,51,36,18,15,56,20,41,63,13,45,69,25,63,20,27,33,23,65,15,52,18,39,13,38,55,17,51,38.68
2.45,49,30,26,42,55,5,30,54,38,43,22,31,36,42,29,55,53,35,53,29,32,62,14,38,68,68,56,56,40,61,63,60,57,43,26,52,17,60,37,50,32,69,53,31,29,34,21,61,37,30,33,62,16,16,37,25,47,18,11,10,53,15,23,67,45,15,51,60,37,42,20,34,36,9,57,33,19,25,25,44,62,29,41,20,28,16,33,40,18,39,14,30,13,24,50,32,49,47,43,57,37.84
2.5,50,34,36,53,64,23,44,54,39,54,34,48,44,64,35,20,65,46,13,43,44,58,24,35,21,57,59,56,58,22,18,66,10,64,35,38,39,15,42,15,37,19,56,38,43,50,36,59,52,12,29,13,28,28,19,30,50,26,21,18,53,30,41,57,59,30,33,15,52,49,38,48,54,24,67,37,20,21,35,17,22,37,22,60,36,38,37,32,26,38,15,15,29,40,31,34,23,63,45,61,37.87
2.55,13,31,47,53,14,24,53,18,47,18,45,57,42,61,50,14,14,54,26,35,43,78,29,23,31,29,29,14,54,29,49,23,19,40,56,52,39,35,46,21,59,21,17,18,47,44,38,33,57,23,43,16,25,30,24,32,12,33,33,27,62,34,44,79,59,49,36,28,54,24,45,38,59,23,58,39,27,25,39,22,35,49,30,47,26,38,29,7,42,47,33,41,23,43,23,49,43,46,67,67,37.16
2.6,23,48,52,27,15,43,61,39,54,29,54,74,19,68,57,33,32,42,45,43,24,13,43,27,22,27,34,26,9,29,32,37,32,39,57,35,39,44,15,24,59,23,20,22,40,22,58,27,67,33,41,15,39,36,26,52,18,16,54,43,13,50,60,27,19,57,61,46,35,28,53,2,33,36,27,43,29,32,27,24,52,58,50,73,22,74,28,15,51,52,35,36,30,50,36,55,41,27,59,13,37.36
2.65,40,36,20,3,14,53,16,39,13,25,19,47,30,2,64,48,50,43,39,2,22,15,43,44,31,41,36,37,25,47,41,31,54,15,61,38,37,53,27,41,56,23,35,20,8,38,63,48,2,42,5,26,37,51,24,52,20,26,59,50,33,39,14,36,6,63,36,52,25,35,51,0,31,35,24,30,40,39,42,30,52,64,45,52,15,74,11,20,49,29,63,35,17,1,63,56,55,0,67,33,34.89
2.7,56,5,34,17,21,52,35,46,23,32,29,60,29,0,20,44,59,15,43,0,23,20,49,27,34,54,34,47,39,56,24,25,59,17,6,50,48,49,36,10,20,30,50,21,13,23,6,49,0,53,6,45,28,14,40,49,39,37,42,66,41,49,33,40,6,67,49,60,26,26,16,0,7,27,44,24,20,33,23,42,59,13,52,60,19,53,19,38,13,39,51,24,40,0,51,0,20,0,17,40,31.99
2.75,40,9,32,17,22,11,39,55,29,13,22,54,48,0,29,60,60,21,54,0,26,25,14,18,43,60,46,60,43,65,24,39,56,24,32,26,15,63,40,32,42,35,49,20,17,27,20,61,0,26,0,38,32,33,53,26,41,37,11,27,55,14,45,14,13,14,26,69,37,35,27,0,12,0,45,36,31,17,33,44,11,26,46,12,25,15,25,43,23,51,13,38,44,0,54,0,42,0,36,51,30.83
2.8,43,0,37,25,32,30,43,39,33,9,8,0,42,0,21,8,45,27,0,0,22,48,30,20,9,58,39,60,51,15,5,0,8,19,35,27,19,7,42,16,26,35,14,24,19,39,29,46,0,12,0,23,62,46,49,3,58,8,10,39,43,20,46,20,20,26,44,28,24,25,38,0,20,0,48,35,43,37,42,41,20,24,10,3,19,29,0,58,21,21,18,0,39,0,9,0,10,0,28,48,24.71
2.85,0,0,40,37,0,5,47,11,45,9,17,0,18,0,38,0,0,36,0,0,23,52,37,13,11,20,0,12,34,15,10,0,10,31,69,37,27,3,52,32,4,27,18,0,23,59,49,15,0,22,0,36,35,60,14,0,47,10,17,47,53,24,49,41,0,37,42,1,3,13,18,0,29,0,17,43,39,46,36,4,22,44,5,6,33,22,0,14,39,11,29,0,33,0,13,0,37,0,41,58,21.76
2.9,0,0,45,0,0,0,51,17,54,16,0,0,7,0,48,0,0,39,0,0,0,0,47,14,0,26,0,23,0,14,21,0,35,31,50,18,29,10,7,0,0,27,0,0,31,22,57,0,0,20,0,6,52,53,22,0,20,8,25,21,7,0,57,32,0,38,40,0,0,21,23,0,0,0,11,0,16,39,11,9,41,58,10,0,6,49,0,26,27,16,19,0,4,0,19,0,43,0,45,8,16.41
2.95,0,0,0,0,0,0,0,27,34,35,0,0,12,0,51,0,0,55,0,0,0,0,61,20,0,40,0,34,0,20,21,0,30,4,55,27,44,21,18,0,0,30,0,0,0,34,51,0,0,36,0,16,39,54,36,0,11,0,28,13,14,0,9,41,0,41,19,0,0,20,0,0,0,0,0,0,20,48,22,0,45,43,15,0,0,23,0,8,39,0,34,0,0,0,28,0,42,0,50,17,15.35
3,0,0,0,0,0,0,0,34,11,33,0,0,22,0,0,0,0,30,0,0,0,0,53,29,0,50,0,42,0,31,36,0,43,5,0,40,14,27,22,0,0,16,0,0,0,39,30,0,0,32,0,0,47,14,48,0,18,0,0,23,22,0,19,38,0,47,13,0,0,8,0,0,0,0,0,0,0,21,0,0,54,20,25,0,0,32,0,11,8,0,35,0,0,0,16,0,0,0,0,34,11.92
3.05,0,0,0,0,0,0,0,48,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,51,0,42,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,0,0,0,0,20,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,3.26
3.1,0,0,0,0,0,0,0,52,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,44,0,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3.2
