,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
1.3,77,33,79,66,75,74,67,53,49,74,72,49,14,36,49,52,62,31,65,47,73,91,71,59,32,36,67,63,54,73,32,65,33,31,62,47,61,58,47,43,82,67,39,71,57,45,55,49,34,62,55,80,52,59,43,44,56,50,59,38,38,41,67,52,44,57,82,39,65,71,10,57,80,64,65,34,12,45,37,38,57,59,64,67,76,71,65,86,82,65,63,67,51,67,57,54,40,49,29,56,55.42
1.35,68,53,89,80,70,18,66,67,47,72,77,75,26,65,56,74,55,38,61,68,13,70,72,85,67,54,64,63,30,67,46,58,63,34,74,61,64,54,50,61,73,66,41,61,71,62,8,74,54,65,81,83,56,70,63,52,51,39,8,48,70,44,87,5,55,75,69,61,13,76,23,5,53,32,49,49,35,51,62,41,70,33,62,69,73,67,31,87,67,62,76,61,41,67,53,41,41,78,50,62,56.47
1.4,19,50,60,77,80,69,30,15,51,22,84,63,38,52,60,59,66,74,63,76,20,86,66,69,72,57,13,22,31,13,61,64,60,54,24,61,77,71,63,60,66,82,59,75,15,60,36,56,83,17,18,69,16,75,15,52,8,56,25,56,53,41,21,21,63,46,32,76,40,13,48,11,30,48,59,48,38,55,56,73,22,54,59,69,53,43,68,79,75,80,13,13,55,79,42,63,47,67,67,37,50.48
1.45,53,41,26,92,13,63,5,51,5,18,81,76,54,63,47,23,65,53,67,63,23,13,13,13,70,24,33,43,24,32,65,13,65,40,68,63,80,36,57,32,13,49,65,13,30,68,58,14,68,39,53,13,21,16,52,58,40,58,60,58,79,39,28,33,25,40,53,60,82,27,56,17,13,58,24,53,27,63,58,52,46,24,36,38,25,10,39,17,18,70,25,21,18,18,57,28,56,8,65,46,41.64
1.5,83,54,41,27,33,93,22,70,17,45,33,17,71,13,24,58,15,61,13,24,46,32,21,34,66,31,82,40,50,70,65,59,49,61,49,8,16,44,13,39,33,8,44,37,24,11,58,40,68,45,72,33,45,45,54,59,59,11,75,27,64,25,50,54,47,61,35,66,84,74,65,25,31,39,42,49,39,13,13,62,24,38,53,57,28,19,66,17,36,13,42,44,54,21,58,62,16,24,45,61,42.53
1.55,74,5,75,52,54,64,45,85,25,64,52,29,62,38,40,48,49,24,32,49,52,53,44,56,13,28,81,55,54,87,56,61,8,16,76,33,26,37,29,60,56,34,9,42,46,32,82,63,8,49,77,55,34,45,32,23,52,36,72,45,72,31,45,54,40,62,50,8,80,73,82,41,61,71,43,24,39,36,37,8,59,48,55,70,34,38,60,17,25,31,51,50,45,19,17,44,35,40,28,63,45.69
1.6,52,50,69,73,70,86,52,68,54,66,16,8,10,49,64,70,51,32,60,66,58,63,57,85,47,35,82,65,42,85,48,77,32,17,69,54,33,63,58,68,74,49,28,76,74,34,66,99,19,58,37,70,42,64,29,42,53,68,65,51,19,67,52,66,48,56,53,23,75,72,19,35,66,70,24,50,35,54,45,28,53,71,76,66,66,55,72,38,43,73,78,62,69,33,34,60,46,47,53,55,54.09
1.65,63,54,71,77,74,19,59,76,46,68,39,37,32,86,86,67,88,51,77,97,28,65,55,75,59,43,81,60,45,69,23,74,59,33,75,69,48,77,55,68,67,79,24,66,88,64,39,72,25,16,64,68,16,62,40,42,61,76,36,18,52,62,13,7,68,32,64,33,28,59,56,10,68,47,41,56,11,68,83,57,72,44,63,66,55,72,19,65,59,71,68,59,47,53,56,59,55,61,49,30,54.89
1.7,13,83,13,51,77,32,64,13,55,47,45,58,71,63,78,16,86,47,71,84,56,73,63,77,85,48,14,18,49,14,44,72,62,44,13,69,53,69,56,34,63,70,37,74,36,64,12,99,29,37,24,64,51,61,5,45,5,72,42,55,46,71,25,36,78,27,28,45,49,13,61,28,76,57,62,39,28,67,71,73,16,55,32,41,64,67,44,71,55,69,13,13,59,63,66,69,40,64,62,39,50.07
1.75,36,71,38,67,28,40,42,32,21,13,22,69,56,72,62,29,69,49,74,78,67,16,14,13,74,11,40,30,51,31,49,15,72,60,36,77,59,25,11,42,13,73,46,13,69,70,32,17,38,44,57,13,74,29,20,24,36,79,48,44,72,39,35,29,17,49,60,67,65,33,21,42,30,10,66,62,51,77,76,65,56,25,34,49,75,33,56,74,17,72,31,35,8,68,63,16,57,11,43,62,44.51
1.8,53,72,61,23,13,53,7,51,45,32,47,68,81,13,21,42,52,9,13,31,77,30,35,34,76,37,61,45,50,67,43,55,61,73,30,37,16,54,23,45,21,8,45,44,40,8,34,28,53,73,64,22,75,50,28,48,55,14,59,36,58,37,61,57,27,58,35,76,69,49,47,58,51,31,79,59,61,13,14,63,28,50,63,16,29,43,59,69,32,33,69,52,37,17,73,39,5,23,50,55,43.86
1.85,74,12,67,58,26,46,29,87,53,66,52,79,62,46,37,72,63,34,28,42,76,67,46,54,15,51,77,60,67,81,51,59,14,44,71,27,32,42,36,18,26,31,11,38,55,24,54,46,26,66,69,30,64,59,39,60,63,22,74,36,21,26,70,51,14,80,57,55,84,67,62,64,66,57,20,20,30,46,39,8,56,53,66,28,38,18,42,20,55,51,72,67,43,25,16,48,30,40,13,66,46.98
1.9,65,40,71,91,44,57,51,61,80,62,22,16,19,44,70,57,63,31,31,85,38,67,69,62,22,69,85,52,25,74,61,73,32,43,62,37,65,59,60,31,63,59,21,74,69,44,25,69,35,74,17,65,32,74,57,73,72,26,42,53,24,33,68,79,18,72,57,54,48,71,34,40,66,54,18,30,55,53,58,30,72,69,62,28,36,57,44,46,57,53,73,74,54,31,34,78,63,41,33,35,51.92
1.95,71,45,76,91,62,21,70,71,82,76,38,21,37,63,78,77,64,42,45,81,31,67,57,81,43,64,84,13,35,56,50,79,54,14,70,21,76,82,63,36,68,79,10,64,78,65,55,81,47,14,43,68,22,64,53,19,79,33,63,8,45,61,21,12,27,29,72,9,16,70,42,8,73,72,48,50,9,80,76,38,64,67,45,53,49,64,26,70,58,72,75,72,62,48,67,66,55,53,51,46,53.21
2,13,67,13,79,68,20,72,13,66,71,50,33,60,61,83,16,80,60,46,72,48,40,13,73,70,68,14,29,20,35,69,73,54,44,14,29,70,82,63,58,60,66,18,70,34,73,35,80,57,37,35,59,45,17,14,49,5,44,26,26,61,60,53,42,36,14,17,37,33,14,45,31,26,58,53,60,23,91,76,66,8,13,55,54,81,62,42,72,31,71,13,23,70,54,60,77,65,8,67,17,46.98
2.05,32,66,37,56,73,29,71,35,18,16,46,57,72,74,80,31,18,63,64,69,80,31,44,17,57,9,27,37,48,14,68,23,48,59,23,29,75,19,77,68,44,76,35,13,58,64,38,20,26,41,48,20,50,27,30,36,21,40,35,39,70,58,42,44,56,35,34,55,51,42,20,33,34,10,51,59,42,78,67,51,21,49,30,71,65,29,51,84,50,13,26,26,5,62,72,17,63,22,69,21,43.99
2.1,28,70,32,31,13,44,27,48,51,40,55,61,75,13,22,52,36,39,13,15,83,43,57,44,68,47,51,69,47,18,57,34,8,74,43,8,18,45,27,75,13,12,36,26,51,8,26,37,39,73,63,36,66,46,9,60,34,20,22,59,73,28,59,74,52,47,45,74,70,59,23,32,48,27,24,20,50,38,15,64,33,51,45,39,51,38,35,78,38,39,34,44,20,37,70,48,42,51,75,33,42.4
2.15,58,12,49,18,39,39,51,79,45,40,65,36,57,28,35,73,52,10,31,27,79,59,69,71,18,61,72,77,55,25,52,40,22,68,56,25,35,69,45,21,44,23,16,55,62,35,44,61,14,65,62,50,66,62,18,53,66,39,60,59,16,31,69,51,13,67,68,75,54,80,44,49,51,42,31,17,70,52,50,16,59,83,48,44,57,43,48,19,86,49,52,59,16,49,13,59,14,60,13,42,46.76
2.2,55,17,50,25,44,45,19,63,68,50,22,62,12,38,24,66,62,13,51,33,34,63,70,91,43,68,47,75,25,44,45,70,34,66,63,38,57,74,25,36,42,41,39,64,76,38,30,79,35,65,13,68,13,70,42,72,51,60,65,62,35,55,62,85,37,72,73,74,60,69,54,42,54,56,36,25,77,62,64,35,57,68,44,21,19,73,33,41,69,79,64,74,31,17,49,83,42,64,45,58,50.7
2.25,66,15,70,20,50,18,55,72,61,59,37,24,20,50,57,73,70,19,70,68,52,59,74,82,44,57,57,43,34,63,55,53,58,19,63,61,53,81,51,31,63,54,34,74,76,70,42,69,42,13,35,81,35,77,37,14,68,65,65,17,48,59,34,12,32,39,64,14,16,71,57,19,52,59,52,47,53,70,86,52,54,77,51,66,18,58,46,71,73,73,62,42,49,50,65,77,47,71,57,53,51.91
2.3,26,34,40,30,62,23,55,21,63,62,37,39,19,66,52,31,83,47,56,73,61,13,13,89,73,88,26,19,30,54,75,31,58,47,14,59,64,77,58,53,66,61,8,55,30,60,45,89,64,30,59,72,54,13,33,52,12,67,35,24,67,55,69,27,71,27,16,58,28,19,62,46,44,56,55,62,40,74,73,59,8,13,57,53,25,80,65,67,13,80,13,15,47,49,65,77,58,16,62,40,47.61
2.35,54,53,77,36,63,29,58,49,5,39,54,65,49,64,57,58,43,57,64,71,82,39,36,16,61,13,41,31,48,51,47,37,63,69,29,57,27,36,60,55,67,62,18,40,37,74,8,17,14,31,73,14,71,41,52,61,24,8,14,42,71,61,36,35,70,34,32,71,59,60,18,64,61,32,61,77,37,87,72,31,16,20,24,77,19,30,63,72,25,13,27,27,10,61,78,18,40,21,69,44,45.34
2.4,29,55,64,47,13,40,37,65,40,19,56,69,54,13,15,47,46,53,13,18,87,39,72,47,37,36,54,46,52,13,54,38,19,73,41,12,36,13,33,56,17,8,22,34,22,13,35,35,30,68,81,45,70,45,30,71,55,19,31,62,67,36,91,15,64,49,40,71,57,56,19,43,62,34,18,59,56,41,14,50,38,48,24,35,31,27,34,70,33,26,33,40,30,47,76,41,61,29,70,55,42.34
2.45,46,37,67,31,54,42,43,87,64,39,69,26,67,32,39,63,23,38,41,28,73,65,67,52,45,48,41,68,65,26,26,60,44,82,59,37,43,34,46,24,38,15,37,56,19,36,32,48,39,46,76,50,75,78,14,73,54,48,45,59,20,61,76,24,13,65,61,76,73,71,37,39,38,55,52,29,68,23,23,32,63,64,32,59,52,58,57,24,53,43,64,62,52,48,13,45,40,8,13,73,47.38
2.5,57,58,34,37,57,49,20,74,84,51,9,41,31,53,49,31,22,14,66,38,16,71,66,72,45,67,54,72,28,37,34,60,40,54,77,52,60,27,21,28,53,32,53,61,27,57,57,59,51,63,14,78,14,64,29,70,45,53,59,28,49,52,74,38,35,32,68,92,41,65,41,68,44,59,34,36,62,30,30,54,60,61,23,30,70,64,46,35,55,65,62,67,69,20,40,71,6,17,54,75,48.17
2.55,52,16,26,53,72,20,31,37,65,64,16,33,44,63,66,31,24,12,74,47,18,75,74,73,64,70,64,57,38,60,52,38,51,30,63,78,78,73,43,41,61,49,52,56,27,47,68,63,56,20,26,77,46,74,49,13,30,67,26,24,62,25,18,54,53,16,54,14,17,45,58,37,24,63,66,55,33,51,47,58,63,61,33,54,61,56,70,56,61,59,67,45,63,42,59,65,16,29,74,74,48.75
2.6,57,21,54,13,66,29,60,24,86,65,20,49,10,70,68,45,39,29,71,73,14,16,13,75,70,71,29,26,20,64,58,17,14,64,24,59,35,59,58,36,76,63,45,49,37,88,61,27,34,46,46,78,43,13,52,52,25,52,38,45,52,16,42,43,58,25,15,40,33,31,59,52,41,44,72,70,20,64,69,68,13,15,25,63,57,58,73,61,16,74,17,23,31,69,71,74,27,39,78,20,45.59
2.65,48,49,77,31,66,48,51,51,17,16,34,69,27,72,82,41,59,44,65,75,37,34,39,13,17,10,46,48,37,65,29,34,23,63,46,67,39,63,69,36,70,65,29,50,44,76,21,22,26,49,52,15,68,45,52,40,46,24,27,65,61,26,50,50,63,37,29,68,25,40,12,64,52,9,65,77,25,79,75,32,37,35,41,71,13,8,78,69,34,19,32,31,22,67,63,14,39,60,74,39,45.08
2.7,61,65,77,42,13,65,52,54,33,33,49,65,40,17,28,62,57,49,13,47,42,38,79,54,39,29,64,49,61,13,20,50,30,63,35,9,47,16,58,33,20,9,29,28,35,12,41,52,53,65,60,40,74,52,25,68,48,54,34,69,35,48,62,53,72,52,44,80,39,60,33,17,66,20,23,67,28,21,45,18,46,49,36,33,33,19,27,51,42,47,42,55,31,65,79,35,60,59,91,41,44.43
2.75,24,47,85,71,52,58,28,74,73,41,52,12,54,44,53,63,31,48,32,17,66,67,68,58,38,33,48,70,76,31,38,51,47,79,43,41,72,24,27,50,41,26,44,53,51,24,50,56,58,32,40,46,68,78,22,58,52,44,41,79,30,58,67,7,13,51,61,77,46,76,34,28,43,26,44,16,42,24,51,28,61,63,48,62,48,42,59,15,60,67,56,60,44,59,13,55,52,8,23,57,47.23
2.8,24,55,24,75,58,35,46,56,66,53,19,31,72,60,67,61,27,22,43,30,68,66,76,69,60,54,52,83,63,43,46,69,53,16,58,52,69,57,36,62,62,50,66,47,48,39,61,59,57,67,20,64,14,68,30,68,16,72,55,14,39,57,56,32,38,34,64,69,40,70,48,48,53,38,43,43,26,48,13,48,59,60,21,32,68,43,51,47,70,69,62,61,36,19,42,70,5,32,57,76,49.4
2.85,60,34,36,69,81,38,69,13,55,66,38,32,76,62,32,28,51,21,59,46,74,83,76,76,56,50,20,86,42,64,58,50,29,36,66,70,79,68,20,74,60,66,55,22,33,47,59,67,58,39,32,75,38,90,42,13,21,65,15,29,54,26,23,24,44,18,51,8,30,26,63,66,29,63,73,48,24,49,31,54,28,61,39,55,66,59,58,48,58,74,35,13,45,24,46,67,22,35,51,71,48.28
2.9,71,8,53,13,63,51,72,35,42,52,46,75,17,66,32,35,60,35,59,62,16,18,13,75,67,62,47,39,31,63,41,20,27,54,26,68,20,67,37,42,75,72,38,29,49,52,67,29,23,56,43,73,48,13,56,40,24,10,33,57,57,32,42,47,63,26,35,27,40,45,28,61,59,55,60,60,67,57,45,48,42,13,46,63,70,61,75,65,13,82,34,36,22,30,77,73,45,45,53,31,45.97
2.95,80,16,56,31,68,82,78,56,9,21,47,55,40,48,49,60,57,48,73,68,31,45,46,14,32,9,66,70,56,80,17,48,26,62,45,78,27,56,49,15,76,75,5,40,64,8,27,45,54,61,46,18,77,39,54,57,54,29,33,61,40,33,49,51,56,37,60,34,51,33,17,65,61,15,89,67,60,25,62,38,40,39,59,74,14,19,69,70,32,34,47,60,35,49,75,18,54,60,18,51,46.97
3,69,27,64,44,13,73,11,67,20,45,57,61,48,14,34,65,27,53,34,44,46,47,59,34,21,37,87,56,77,17,23,55,44,77,37,24,40,23,67,26,22,11,24,26,43,14,17,58,61,71,20,29,70,32,13,74,58,37,44,61,54,72,65,65,70,52,59,62,24,64,43,5,73,31,18,74,65,52,74,24,50,50,45,49,50,40,23,67,44,24,70,64,37,55,67,46,53,62,41,61,45.96
3.05,29,43,65,60,36,27,32,71,30,51,57,9,44,34,63,73,25,61,14,50,64,72,76,69,29,40,83,67,84,34,44,62,50,80,51,36,46,32,26,26,52,26,45,51,56,36,48,52,63,19,38,42,75,67,40,79,55,50,60,67,17,73,67,16,13,51,67,72,38,64,49,19,55,35,34,13,62,53,75,39,48,81,52,58,59,50,50,19,45,38,67,67,36,60,13,47,53,8,33,31,47.93
3.1,42,55,18,62,59,29,38,71,36,64,12,45,26,40,63,34,38,9,32,25,65,52,78,73,32,77,87,85,78,60,48,30,13,17,57,49,64,34,40,41,63,38,60,73,20,47,31,36,71,48,40,46,13,62,52,80,5,69,66,22,25,71,38,34,20,36,68,63,38,64,61,31,72,37,58,24,11,66,14,49,71,88,19,15,71,46,60,21,59,62,73,73,9,27,32,65,9,35,62,43,46.4
