,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
1.45,64,13,65,27,60,31,17,28,35,48,27,52,27,65,44,53,59,66,38,58,98,60,69,67,42,64,18,32,32,17,43,8,60,38,38,50,33,18,41,87,46,30,23,73,29,19,55,28,46,52,15,24,59,73,35,64,46,54,13,31,33,47,40,14,75,38,77,62,53,24,49,54,41,38,46,14,76,18,46,18,54,15,30,83,58,45,48,71,60,34,64,15,58,25,15,54,73,18,43,65,43.98
1.5,63,34,32,42,50,38,42,56,54,34,30,13,38,13,69,63,69,17,42,86,22,52,5,68,56,22,40,24,55,23,58,15,20,46,29,59,51,45,72,35,50,48,50,71,53,40,12,28,46,15,27,53,75,28,27,66,64,48,47,49,65,64,60,30,33,44,13,20,63,43,56,54,51,78,52,39,19,42,54,24,38,22,70,47,75,5,15,45,69,45,43,33,14,60,49,44,32,33,47,23,42.92
1.55,22,57,44,58,17,42,63,52,78,13,51,19,54,34,66,91,27,32,60,42,24,57,46,13,71,52,37,29,62,34,88,31,24,49,46,62,57,58,51,19,80,48,65,19,67,46,20,66,7,32,45,60,43,43,8,15,49,57,63,56,60,64,59,64,29,84,46,47,58,63,25,77,40,72,57,62,40,50,69,51,52,23,68,16,29,22,27,54,13,34,51,23,27,50,36,43,51,50,60,36,46.03
1.6,26,79,41,45,39,59,85,79,82,15,55,44,45,50,55,74,47,55,62,51,28,5,48,37,80,31,56,9,56,34,75,60,43,17,56,49,71,66,47,32,77,62,77,30,65,72,45,51,21,47,45,66,72,40,23,30,63,62,84,95,70,35,61,51,40,74,55,50,15,58,52,68,58,85,63,72,54,52,69,36,63,35,70,25,49,59,44,26,32,42,69,40,22,65,56,53,58,66,65,34,52.06
1.65,43,67,41,15,59,38,87,68,70,22,35,50,28,71,51,27,22,80,53,15,40,22,74,69,78,46,55,14,62,57,31,54,54,42,55,14,57,43,14,38,81,53,66,49,67,51,51,74,25,55,44,81,60,68,61,18,14,13,68,63,66,24,10,70,66,54,88,57,31,61,27,45,64,76,14,64,58,54,13,32,67,47,69,55,65,56,55,45,48,48,82,67,48,59,51,50,70,69,44,53,50.45
1.7,48,63,60,20,48,33,78,72,15,33,19,57,56,75,60,48,44,68,14,48,27,27,73,67,19,54,63,24,55,55,33,67,76,62,36,35,21,52,35,44,16,13,14,56,21,66,54,67,45,58,5,45,61,66,53,52,33,23,73,21,26,57,39,85,66,23,83,65,43,21,32,35,31,13,22,68,59,9,33,69,71,42,29,74,45,74,70,65,62,10,74,57,44,16,59,58,19,62,35,14,45.85
1.75,79,20,74,46,62,34,16,14,41,51,30,80,39,64,30,52,51,67,28,59,53,40,78,76,30,65,16,37,15,34,40,43,39,42,26,33,33,34,55,60,29,37,37,38,49,11,25,17,54,70,50,41,13,80,63,59,61,28,14,35,38,58,52,45,47,20,90,61,71,30,43,13,44,22,43,16,54,31,56,37,17,18,18,71,49,73,63,78,60,28,37,31,45,25,24,42,48,26,66,39,43.26
1.8,73,40,35,59,21,21,24,40,70,54,61,60,61,14,34,46,59,16,47,59,50,45,5,69,47,16,45,42,28,55,78,10,59,43,52,49,63,49,56,5,34,58,52,44,45,52,11,29,60,36,48,75,27,25,71,64,54,39,27,50,63,75,70,50,46,31,38,28,60,34,46,30,24,45,44,46,17,57,60,61,24,34,19,62,34,6,16,34,65,39,45,31,19,38,48,52,72,34,57,40,43.55
1.85,13,55,39,57,24,29,33,76,72,38,69,26,56,37,38,48,29,25,50,40,62,60,27,13,64,32,40,46,47,66,92,17,40,51,51,50,57,66,62,29,58,71,81,26,70,58,26,34,17,39,67,52,32,58,58,31,70,80,52,64,84,73,66,36,66,34,15,39,68,13,8,44,48,51,42,60,29,76,77,53,32,45,32,22,31,13,40,39,18,60,75,51,36,72,40,83,77,47,72,60,47.97
1.9,29,67,19,47,44,54,52,84,84,40,52,45,53,44,43,75,46,33,73,40,19,9,31,35,65,23,45,9,71,27,75,22,66,43,57,48,53,64,72,57,57,76,76,45,65,68,43,50,40,59,74,62,54,25,15,38,61,66,53,76,75,18,43,26,68,45,15,52,19,23,21,74,52,62,7,61,32,68,75,17,41,69,45,26,41,37,60,28,40,52,66,67,57,61,53,53,89,56,62,33,49.07
1.95,50,59,26,32,51,61,51,70,75,39,43,45,6,76,64,51,35,26,60,7,60,24,78,50,60,36,57,26,77,38,14,30,63,30,15,8,36,39,13,63,61,72,76,79,62,71,65,80,20,73,59,66,62,49,40,8,15,24,54,70,15,22,6,43,76,14,25,67,32,33,23,67,53,58,22,63,51,71,24,34,59,70,43,40,46,42,73,23,43,33,74,72,44,71,27,68,73,54,24,45,46.73
2,49,31,40,45,50,53,68,77,17,15,13,51,17,65,27,51,62,43,31,39,31,23,63,62,16,37,49,57,68,59,43,46,58,45,35,22,13,57,26,54,13,38,19,62,14,66,58,53,29,76,5,19,56,35,50,22,18,51,62,17,32,23,17,40,79,35,28,69,43,49,30,61,13,18,51,63,48,12,37,41,35,43,39,47,76,49,66,39,60,18,18,32,49,17,47,28,40,22,41,13,40.39
2.05,76,22,54,51,54,32,14,25,33,23,37,82,36,59,39,19,61,67,43,43,69,19,77,56,44,48,15,62,13,48,57,55,17,9,38,36,41,34,38,63,24,48,31,49,39,8,41,34,44,72,23,50,13,62,68,35,31,23,32,36,33,18,24,61,22,41,73,72,49,59,31,22,27,32,59,23,59,33,59,17,19,13,42,57,31,63,80,48,59,46,34,42,46,23,25,27,45,33,29,41,40.89
2.1,67,50,60,63,28,16,28,44,48,8,48,77,54,15,45,19,79,57,67,87,60,34,18,69,66,32,32,74,45,45,63,17,35,28,57,56,60,48,46,15,49,59,58,23,50,36,8,45,48,16,30,61,40,34,37,49,58,37,49,44,53,29,40,22,28,60,63,13,69,62,42,62,39,46,68,29,20,27,56,21,40,30,18,54,52,5,19,8,55,44,46,15,18,37,48,59,53,49,40,44,42.74
2.15,13,54,28,20,21,37,52,55,68,34,69,28,77,26,61,31,18,67,71,67,58,45,20,13,86,29,32,63,68,36,88,31,58,32,60,60,81,48,64,22,57,62,53,59,67,58,30,34,14,38,50,69,36,68,70,65,46,33,40,65,59,32,52,36,61,63,76,20,67,13,15,50,46,68,74,50,34,62,60,26,53,40,38,16,30,23,37,21,18,71,52,42,32,57,71,79,40,65,63,59,47.76
2.2,40,59,20,42,43,48,70,65,69,48,68,38,58,37,69,24,22,69,73,77,17,5,13,23,70,41,18,9,72,35,77,32,61,58,67,57,64,14,76,31,64,69,58,69,56,69,29,52,38,58,73,76,66,39,18,64,62,66,40,75,61,47,46,25,68,39,13,35,22,33,26,89,57,61,29,63,29,58,17,37,49,59,47,36,49,34,49,37,40,53,64,57,53,62,75,77,58,47,74,64,49.59
2.25,45,26,53,20,55,44,65,37,74,66,74,16,39,55,69,32,31,13,25,6,41,20,31,52,77,49,32,22,68,49,22,22,79,75,19,8,65,28,33,11,67,30,13,84,72,74,50,58,26,65,66,76,63,42,33,8,14,38,45,69,17,56,11,41,70,27,27,40,61,47,53,49,55,40,25,74,41,69,26,46,61,78,65,41,73,41,62,55,52,17,73,71,68,74,31,77,49,56,59,73,46.92
2.3,62,44,58,34,52,50,73,49,16,66,13,23,39,61,21,40,34,35,42,17,52,44,44,68,29,45,14,48,80,63,45,29,76,62,37,12,13,45,39,10,15,16,16,47,16,60,56,67,55,68,21,25,66,32,52,23,29,62,45,16,32,24,40,60,65,54,37,56,72,73,45,61,17,18,36,72,52,14,49,55,25,65,68,49,68,48,61,42,63,43,16,75,71,54,46,59,47,14,50,23,43.9
2.35,70,31,56,46,55,35,14,66,22,73,27,49,5,44,33,38,43,74,37,48,64,46,45,63,46,63,29,67,13,58,66,53,29,9,47,20,31,54,54,20,29,41,37,67,49,19,63,40,50,78,20,30,13,59,68,44,29,48,29,28,46,43,60,58,13,66,69,54,47,62,32,26,27,44,92,25,37,20,51,12,18,15,59,59,65,63,55,50,71,49,33,40,39,14,26,16,62,27,54,52,43.35
2.4,94,47,73,39,23,16,44,45,25,11,38,59,22,16,47,50,43,66,49,45,57,46,9,71,60,27,41,85,30,49,64,50,53,14,79,31,64,61,63,26,41,44,46,19,58,39,11,16,47,35,19,38,38,56,54,61,58,88,38,25,57,53,69,15,28,68,65,18,59,72,39,51,48,61,77,33,14,22,57,36,37,28,16,45,21,22,25,8,66,60,43,20,29,22,43,25,54,42,17,31,42.59
2.45,21,62,14,6,31,37,37,56,26,37,64,63,34,36,72,41,13,76,55,57,70,56,19,13,78,34,55,66,34,23,91,67,50,66,73,45,69,67,81,46,58,65,58,29,77,64,32,16,5,27,44,58,62,55,52,71,63,40,18,51,56,48,41,42,53,71,74,40,61,15,52,64,69,67,77,42,20,29,25,49,40,54,28,28,28,36,28,14,20,72,64,41,30,39,66,41,13,62,42,57,46.84
2.5,51,37,26,13,46,52,75,60,44,57,61,72,47,53,57,24,31,85,59,58,56,6,46,33,63,26,54,46,62,35,46,58,53,62,74,47,68,18,76,20,65,59,64,55,68,67,42,26,23,57,67,53,61,34,15,65,65,64,32,57,24,76,51,40,70,16,14,57,13,33,49,65,65,72,60,41,30,32,41,51,57,60,47,45,44,27,55,37,35,14,69,43,57,72,58,53,18,72,79,60,48.98
2.55,51,45,36,18,45,61,69,42,47,71,69,14,58,57,63,40,51,13,27,5,19,21,55,45,16,49,34,35,73,38,25,17,68,76,24,11,86,39,14,30,69,53,13,74,79,73,62,45,42,59,70,33,66,63,20,8,16,15,44,72,19,75,10,61,64,36,28,64,20,47,17,59,55,59,74,58,59,26,30,69,77,75,60,64,61,38,58,55,48,25,75,63,51,61,46,65,26,61,53,64,46.89
2.6,71,36,37,30,20,81,63,31,37,79,16,22,62,71,49,37,55,46,44,20,34,37,62,48,30,46,23,22,67,57,24,30,62,63,39,23,13,55,24,5,23,17,26,76,16,23,63,58,70,61,65,54,67,36,38,16,37,22,57,21,28,55,28,49,62,48,59,67,41,63,33,53,21,13,9,66,54,17,47,25,39,66,63,48,59,45,27,68,64,38,14,19,50,79,50,74,45,42,71,43,43.59
2.65,70,68,39,46,28,53,49,54,47,74,39,24,12,54,66,52,54,60,39,36,52,48,50,66,38,63,37,45,45,28,54,31,16,30,56,43,28,56,36,10,32,38,43,71,21,25,72,75,53,73,21,33,17,51,56,38,41,53,63,41,39,54,26,57,20,66,80,69,78,55,24,19,39,24,35,24,62,37,48,41,58,31,38,57,63,52,36,57,90,48,16,34,19,49,40,20,55,17,31,51,44.72
2.7,38,65,66,63,34,14,14,60,16,13,47,51,32,26,61,42,59,87,60,41,69,56,10,57,63,28,47,68,43,39,46,59,39,18,67,47,39,64,48,5,56,44,57,29,46,50,39,65,66,22,33,55,43,24,63,44,71,66,34,39,48,14,24,17,23,60,76,15,60,71,39,18,48,30,40,32,13,40,21,69,13,20,40,14,13,10,41,18,67,59,24,32,42,16,46,36,57,37,22,20,41.32
2.75,45,74,8,25,47,38,27,67,40,23,79,52,34,51,69,15,22,69,62,52,43,56,15,27,71,45,44,65,21,34,68,63,49,34,62,52,50,74,49,20,51,70,70,8,46,70,60,41,6,47,48,60,49,49,21,56,78,77,40,33,45,28,45,24,35,65,97,23,66,16,60,14,76,44,66,52,24,61,26,60,22,22,53,42,23,36,29,22,17,59,32,45,56,25,14,32,14,54,47,34,44.26
2.8,58,16,13,38,74,53,49,59,40,33,72,77,20,29,70,26,35,86,43,51,50,5,32,43,78,23,31,76,46,65,40,68,72,71,33,60,70,21,65,19,24,69,72,18,59,52,70,23,17,60,69,28,64,58,52,57,81,71,57,47,25,49,54,35,43,16,39,58,13,36,52,19,75,53,71,47,36,66,31,83,40,31,59,61,23,22,50,24,15,27,58,8,53,40,18,50,34,51,61,48,46.32
2.85,61,38,30,50,73,58,58,62,44,59,81,46,35,53,23,38,44,14,21,5,17,12,47,63,17,25,20,35,54,44,47,42,58,66,24,8,70,29,24,35,47,58,14,24,66,41,35,25,19,58,57,55,78,73,39,15,17,58,63,66,19,76,35,53,47,32,50,68,19,46,22,35,63,71,91,55,59,48,37,76,33,37,58,67,31,31,67,54,32,5,64,22,68,51,43,49,42,62,71,39,44.66
2.9,68,51,54,9,20,68,64,18,63,61,18,26,51,46,36,61,65,51,25,8,22,23,56,57,41,42,38,35,67,53,46,11,59,57,46,25,18,38,42,48,40,16,28,40,17,65,34,36,35,67,29,61,73,54,43,31,22,17,49,56,27,65,47,57,28,46,16,61,37,63,26,56,19,15,11,45,62,21,14,24,51,34,26,89,42,45,55,54,30,14,46,48,10,63,62,59,62,66,86,48,42.3
2.95,60,49,61,18,28,73,69,41,62,55,20,30,43,60,47,71,58,57,33,10,40,42,32,71,54,54,27,52,43,37,53,38,15,29,71,41,26,49,57,76,53,26,43,48,33,51,39,47,47,13,25,46,28,27,56,41,29,31,21,67,37,81,43,58,41,65,26,67,53,77,35,66,34,18,25,31,73,33,20,37,59,44,14,80,46,52,57,58,40,20,52,55,20,71,62,21,62,16,28,50,44.5
3,40,72,70,28,49,23,18,43,14,24,22,68,54,29,66,70,13,94,55,19,49,58,9,20,85,56,18,44,51,50,61,47,28,16,52,62,45,38,71,24,48,41,66,61,47,56,53,53,55,24,26,52,49,22,62,36,43,44,50,14,54,15,12,22,55,50,30,37,69,64,29,76,44,34,31,44,17,8,42,42,21,16,13,14,29,9,64,8,38,37,62,67,32,16,65,48,71,27,54,16,41.39
3.05,57,66,55,37,70,24,28,57,25,50,42,77,48,50,60,19,22,71,58,34,61,49,26,28,81,37,20,36,19,24,26,50,48,22,69,54,52,44,51,44,21,58,73,11,46,63,59,16,33,32,44,54,56,35,10,53,56,64,63,23,53,33,26,17,42,58,48,13,64,35,51,51,58,51,58,57,28,24,49,32,26,36,20,32,33,15,23,39,51,42,36,74,49,28,14,39,13,33,50,37,41.99
3.1,68,20,10,44,64,32,34,52,23,56,40,92,5,56,69,34,29,82,36,36,46,6,41,30,103,17,22,12,34,56,43,42,44,39,23,58,69,18,18,57,35,67,72,28,55,16,68,29,22,46,19,21,80,41,31,64,55,81,62,42,27,51,38,15,54,13,63,37,16,56,27,14,70,58,52,66,41,38,61,26,39,56,47,54,40,33,24,46,13,47,57,26,58,44,23,59,24,48,19,52,42.26
