,set 1,set 2,set 3,set 4,set 5,set 6,set 7,set 8,set 9,set 10,set 11,set 12,set 13,set 14,set 15,set 16,set 17,set 18,set 19,set 20,set 21,set 22,set 23,set 24,set 25,set 26,set 27,set 28,set 29,set 30,set 31,set 32,set 33,set 34,set 35,set 36,set 37,set 38,set 39,set 40,set 41,set 42,set 43,set 44,set 45,set 46,set 47,set 48,set 49,set 50,set 51,set 52,set 53,set 54,set 55,set 56,set 57,set 58,set 59,set 60,set 61,set 62,set 63,set 64,set 65,set 66,set 67,set 68,set 69,set 70,set 71,set 72,set 73,set 74,set 75,set 76,set 77,set 78,set 79,set 80,set 81,set 82,set 83,set 84,set 85,set 86,set 87,set 88,set 89,set 90,set 91,set 92,set 93,set 94,set 95,set 96,set 97,set 98,set 99,set 100,average
0.5,13,10,15,9,7,10,5,14,6,10,4,9,6,10,7,16,12,17,13,11,8,3,4,9,12,13,20,8,7,7,17,4,13,10,14,12,18,15,16,10,9,8,14,10,10,17,11,14,5,12,12,5,8,10,15,1,11,4,10,5,11,16,6,15,12,7,8,5,7,4,10,7,10,6,7,12,9,3,7,9,7,16,15,10,17,6,8,9,14,13,13,13,5,7,11,3,13,5,13,14,9.98
0.55,12,14,13,10,6,9,5,10,8,10,6,6,4,11,4,12,10,15,15,10,10,4,7,6,12,11,15,6,10,5,10,4,12,11,10,14,13,13,13,9,5,13,10,6,10,13,8,12,4,14,9,6,8,6,15,1,11,4,10,5,12,13,7,15,10,4,9,5,8,6,11,5,9,9,10,10,7,1,10,7,7,14,11,6,14,5,7,10,8,10,18,10,7,6,10,6,11,3,17,11,9.14
0.6,10,8,10,12,7,12,8,8,7,12,7,4,6,8,4,11,7,13,15,7,9,4,10,6,8,10,15,8,12,3,9,6,7,12,9,13,8,10,9,6,3,16,11,8,9,13,12,10,8,12,6,7,6,5,14,4,10,9,7,4,14,13,11,13,10,2,5,5,9,8,10,7,8,8,9,10,7,1,10,8,9,16,14,7,11,7,3,8,4,7,14,10,8,7,8,5,9,3,15,15,8.72
0.65,9,11,13,12,8,12,9,13,9,16,8,8,9,12,3,11,8,11,18,5,8,8,11,11,10,11,17,12,10,6,11,6,10,10,10,14,11,11,11,6,6,21,9,7,10,10,14,10,10,12,9,4,10,9,16,5,10,11,12,2,14,8,10,13,10,3,8,5,10,10,11,7,7,9,9,15,4,4,6,7,7,20,15,10,13,15,5,13,6,7,17,11,10,13,8,6,9,5,11,17,9.94
0.7,11,14,18,10,7,7,7,15,9,15,8,10,9,13,3,10,10,8,14,4,8,10,8,16,9,14,19,12,10,7,13,6,13,10,11,17,11,11,9,8,9,21,6,4,9,13,18,13,12,11,13,3,14,10,15,7,10,13,16,2,16,11,10,14,10,3,9,10,11,10,14,8,7,8,12,20,5,6,6,4,12,20,12,13,15,14,13,14,9,9,20,13,12,12,11,7,6,6,13,17,10.85
0.75,14,12,16,11,8,7,4,16,10,14,7,11,10,15,5,8,11,10,15,7,12,14,6,16,7,17,17,8,9,8,13,2,17,12,6,12,12,12,9,12,11,17,8,6,6,15,19,14,14,18,15,4,13,11,20,9,6,12,15,6,15,12,5,14,8,3,9,9,15,7,15,7,8,8,9,19,9,7,6,5,11,23,9,16,15,13,14,15,10,16,19,18,15,10,12,8,11,6,13,15,11.3
0.8,16,11,14,17,11,6,6,15,13,10,11,11,9,11,8,8,8,13,15,10,14,14,9,14,6,11,17,9,9,11,15,4,13,10,7,14,11,9,13,8,11,16,8,7,5,12,19,7,10,20,20,7,12,11,16,10,3,13,15,10,11,12,8,12,8,7,10,11,19,3,17,10,7,8,7,16,8,11,10,12,13,19,9,15,13,15,15,9,14,15,15,18,12,10,15,9,14,7,12,11,11.4
0.85,17,9,16,21,14,10,9,18,12,11,11,11,11,10,9,12,9,10,15,11,14,14,11,11,9,10,19,7,13,9,11,9,13,11,8,15,10,10,14,4,10,17,7,7,11,13,20,8,7,18,20,10,10,10,13,8,7,9,17,14,10,15,10,11,10,6,6,8,17,11,11,11,6,9,7,14,9,13,8,11,10,21,11,20,13,14,13,9,15,15,16,16,15,9,16,7,7,8,12,9,11.63
0.9,17,7,15,21,13,13,14,19,16,15,14,6,11,11,11,10,9,13,13,11,17,13,10,11,16,10,21,6,13,11,12,13,16,13,16,16,12,13,14,3,13,19,9,8,8,15,15,11,10,16,16,14,11,15,15,11,11,12,18,14,13,20,12,7,12,6,3,8,15,11,12,16,5,10,10,14,11,14,14,14,8,16,15,20,10,17,11,9,13,17,14,16,14,11,13,5,10,8,14,11,12.55
0.95,16,8,15,19,15,15,17,20,18,17,16,8,7,14,11,10,9,14,11,10,11,13,12,12,15,16,20,14,13,14,14,14,13,16,17,16,14,10,17,5,15,18,11,13,10,16,17,9,14,14,17,13,10,13,17,14,16,13,16,10,19,23,13,9,11,5,9,8,11,13,16,16,13,15,12,14,11,17,11,15,8,14,18,22,14,20,14,9,17,17,14,22,16,10,13,6,13,13,17,15,13.75
1,17,8,21,17,13,12,13,24,13,15,19,12,5,14,16,8,8,15,10,13,15,11,10,15,14,20,18,17,13,13,16,11,15,16,19,16,13,11,21,7,15,13,11,11,7,16,21,14,15,17,18,13,14,10,19,18,16,12,15,13,16,22,16,9,14,5,17,14,15,12,19,13,10,11,13,10,14,14,10,12,9,12,18,20,13,21,10,11,14,18,14,24,15,13,15,9,15,13,16,14,14.12
1.05,15,10,18,18,13,12,12,16,11,16,17,17,5,14,13,10,12,17,13,14,17,10,11,20,13,24,19,21,12,13,19,12,15,16,23,18,17,13,21,12,14,11,11,12,5,18,20,13,17,15,14,11,19,12,23,18,15,12,12,10,17,16,17,11,12,5,17,13,12,8,17,8,8,13,10,12,16,13,8,10,11,13,16,23,17,15,12,16,13,20,14,23,13,16,14,9,18,12,14,18,14.31
1.1,21,10,19,20,12,12,9,9,14,16,16,17,11,14,16,10,11,20,16,16,15,14,10,22,11,17,16,18,13,16,22,11,17,17,21,16,14,11,19,12,14,12,15,10,8,17,15,8,20,12,10,13,20,12,19,17,13,12,12,15,16,14,18,9,12,5,11,12,12,8,16,9,8,12,11,11,10,11,11,10,12,13,17,26,21,14,12,16,10,23,14,22,11,16,17,6,14,10,15,16,14.06
1.15,19,9,19,17,11,17,12,10,16,14,19,15,12,16,18,9,9,14,15,13,11,18,10,22,13,16,21,15,15,16,21,13,12,13,19,17,13,16,12,17,19,9,16,10,10,13,15,6,18,12,12,17,20,13,17,13,18,20,11,17,16,17,20,9,13,11,4,12,11,8,16,14,5,14,12,15,8,18,9,12,9,19,17,23,20,16,12,11,11,21,13,20,10,15,13,8,13,14,17,15,14.21
1.2,13,7,19,15,13,21,14,15,16,15,20,12,12,13,18,10,10,14,15,8,12,16,13,19,13,14,24,15,16,14,25,18,11,15,15,19,16,14,16,18,19,10,19,12,9,11,16,9,16,10,10,24,21,10,17,11,18,18,15,19,17,19,19,12,13,13,10,11,11,14,16,16,8,18,16,19,9,23,10,18,9,21,17,19,19,18,14,11,13,19,15,18,11,16,13,7,11,22,22,16,15
1.25,14,11,23,11,11,19,19,18,19,15,20,9,11,15,17,12,11,12,12,9,14,19,19,16,12,15,24,14,14,17,23,19,14,15,17,18,15,14,14,17,17,16,18,11,9,13,18,11,15,11,13,20,19,11,18,17,16,17,20,20,19,21,15,13,15,16,14,14,11,16,19,17,9,24,20,21,15,24,13,22,13,28,12,14,20,16,17,14,14,17,16,18,11,16,14,10,14,22,24,18,15.94
1.3,12,14,23,12,18,20,19,17,18,18,19,13,12,17,11,13,12,16,10,9,16,18,21,23,13,21,24,16,13,19,19,21,20,18,16,20,15,18,17,15,14,14,18,13,10,21,16,13,15,14,13,20,17,14,22,17,17,11,25,20,17,20,14,12,16,12,20,16,13,15,20,13,13,21,21,19,18,24,14,17,14,28,12,16,13,13,19,19,18,17,16,15,11,15,19,16,17,16,23,22,16.64
1.35,11,16,23,17,19,20,15,17,13,21,16,11,11,14,17,11,12,21,11,15,15,20,21,29,17,19,21,16,18,20,18,20,18,16,11,17,18,14,14,15,15,11,20,9,10,23,17,14,17,17,12,16,15,15,23,12,18,9,19,17,19,14,13,9,20,9,21,16,18,14,24,12,13,15,18,19,23,15,13,14,16,26,11,17,15,11,17,20,19,21,22,14,12,16,20,18,15,13,19,18,16.36
1.4,12,13,20,15,18,20,12,11,16,20,13,10,17,11,21,13,18,22,13,16,11,23,21,26,13,19,20,19,14,15,21,18,20,12,12,20,18,16,15,14,17,13,24,16,15,18,18,15,13,10,13,13,11,14,26,12,22,9,13,22,18,16,14,5,26,12,19,15,17,10,21,18,14,12,19,19,18,15,14,9,15,23,12,16,18,11,10,18,18,16,22,15,10,18,16,18,9,13,18,22,16.01
1.45,17,13,20,19,16,16,13,12,18,16,14,11,18,12,20,19,12,21,16,17,12,27,20,22,13,16,23,17,13,9,20,18,24,16,13,21,18,19,14,16,18,15,15,14,18,18,15,17,11,10,16,18,10,15,24,12,23,12,14,22,15,14,15,7,18,14,18,14,16,11,14,17,11,17,17,21,18,16,17,11,16,20,14,15,19,6,10,17,16,16,24,16,10,19,17,18,10,11,17,17,15.97
1.5,17,14,18,25,14,18,16,17,21,13,16,11,18,18,20,21,10,20,22,12,14,24,20,19,20,15,27,15,14,8,23,15,19,17,12,19,20,14,16,21,22,20,16,12,18,20,12,18,11,8,16,18,10,14,17,14,25,12,17,21,13,16,20,12,16,19,16,15,14,19,15,15,8,17,18,23,17,17,18,17,16,16,19,18,16,11,14,21,15,14,23,13,7,20,17,16,11,11,17,19,16.53
1.55,15,18,20,26,15,19,26,25,25,11,15,13,19,21,18,19,13,23,22,11,16,18,22,20,19,17,29,14,19,11,18,15,17,18,15,20,17,13,12,24,22,18,19,13,16,24,12,17,10,11,17,20,18,14,19,17,25,13,22,21,18,18,22,16,14,20,16,17,11,18,16,14,13,20,15,25,20,17,14,15,16,18,22,14,23,15,16,21,16,15,25,13,8,20,17,17,14,15,20,22,17.62
1.6,13,23,21,24,18,23,22,26,21,10,10,18,18,24,14,14,13,25,19,13,15,17,26,22,20,18,24,14,17,17,11,17,19,21,9,19,14,10,9,21,17,15,17,12,17,20,12,17,12,9,18,25,19,14,20,13,24,12,20,17,17,15,23,18,12,17,21,18,12,16,21,12,15,13,13,20,21,21,10,15,11,14,18,14,21,19,16,18,17,15,25,13,15,14,16,17,15,21,20,22,17.1
1.65,14,19,21,20,22,18,17,20,18,12,11,17,19,22,15,17,16,27,16,15,15,23,28,22,14,19,26,11,15,16,15,17,18,23,9,23,14,10,10,21,16,12,16,13,15,19,13,16,17,11,17,22,15,16,28,16,25,13,19,13,18,17,21,22,14,15,20,16,13,17,16,14,14,14,11,16,19,20,9,17,9,13,16,21,24,20,17,13,16,16,23,7,15,11,18,14,18,18,20,19,16.88
1.7,22,16,20,21,27,18,19,15,19,12,15,17,19,22,15,19,17,30,15,21,18,25,21,21,18,19,23,15,16,17,15,18,12,25,3,21,16,12,15,21,19,11,13,13,15,16,15,19,18,12,21,20,18,18,27,27,25,10,14,14,18,20,16,18,12,15,16,14,17,12,20,8,11,13,10,14,19,23,13,17,14,12,18,21,25,21,14,17,23,14,22,8,13,11,15,14,20,14,21,16,17.14
1.75,17,15,22,24,22,11,17,15,19,13,15,13,17,17,17,21,19,27,16,24,20,22,19,24,22,13,23,17,18,16,20,19,12,24,6,20,13,19,19,17,22,12,15,19,13,19,11,18,23,12,22,23,19,14,24,21,26,14,13,17,19,20,22,19,15,14,17,14,17,11,15,8,11,17,17,15,19,25,16,20,12,12,19,18,22,22,13,18,18,14,23,8,10,10,15,13,22,12,17,16,17.26
1.8,13,20,19,22,21,9,20,18,23,12,18,12,21,13,17,18,18,27,25,26,17,24,20,21,24,14,26,17,18,18,24,13,9,20,7,19,13,20,20,17,18,19,20,17,15,17,9,16,25,13,25,25,19,13,22,23,23,16,17,21,21,15,19,17,20,14,24,14,16,10,14,9,13,23,13,23,13,22,17,21,16,12,16,15,19,19,14,17,16,13,25,16,12,14,11,19,26,13,20,12,17.69
1.85,10,24,18,23,21,14,23,23,23,9,15,13,19,18,16,20,21,22,27,23,11,24,23,26,23,15,25,13,18,19,22,15,15,21,9,15,14,21,13,21,18,16,24,22,14,21,10,18,24,14,25,25,21,12,19,21,22,15,24,24,19,17,17,16,27,12,25,13,13,11,16,15,17,22,18,21,10,17,12,17,20,15,16,14,23,25,20,19,15,15,26,16,16,15,14,21,25,12,19,13,18.28
1.9,13,21,20,19,24,18,22,24,22,8,18,15,13,18,14,23,20,24,22,19,13,23,27,22,26,13,27,15,23,16,18,13,16,20,11,15,14,18,10,24,17,14,24,20,16,24,14,19,18,18,23,22,22,15,26,20,22,13,23,21,20,18,16,23,23,9,24,14,13,15,13,16,14,21,16,21,12,15,13,19,21,16,20,21,20,25,26,17,18,13,27,18,17,15,14,22,24,12,21,15,18.49
1.95,15,19,18,20,18,13,17,19,20,6,18,16,13,22,15,17,17,31,20,21,15,23,32,20,20,18,27,20,25,17,20,15,11,19,15,15,11,18,9,24,15,16,24,20,16,25,17,20,15,13,20,15,16,20,24,20,22,17,25,15,18,20,16,26,29,11,26,20,14,15,13,16,14,19,14,21,10,13,16,17,15,16,19,21,22,24,24,20,15,11,22,18,16,20,12,20,20,10,18,15,18.1
2,19,19,14,19,18,13,19,18,23,8,20,20,13,22,16,15,18,32,14,16,20,19,33,18,23,19,28,23,20,16,20,17,8,16,17,18,12,15,10,20,14,18,20,19,21,21,16,19,18,15,20,21,17,22,25,20,21,15,26,10,18,18,13,21,24,15,27,13,22,19,13,16,15,19,18,20,13,17,13,12,14,17,21,18,20,18,16,21,17,14,22,18,15,18,8,21,19,10,16,17,17.92
2.05,17,24,14,17,14,10,15,22,27,9,19,19,18,16,22,13,13,33,17,24,21,25,30,18,25,15,27,24,19,13,16,17,7,13,16,23,13,21,13,18,12,19,18,16,20,23,13,20,18,18,17,23,17,17,23,18,18,17,22,12,24,15,11,21,24,19,27,10,24,18,13,20,12,22,24,21,13,16,16,12,20,17,23,16,23,16,12,19,13,15,25,16,18,16,13,23,18,10,16,14,18.03
2.1,17,27,14,17,14,12,15,24,25,13,16,18,23,19,16,13,13,31,20,24,21,21,29,19,24,16,30,19,18,14,21,19,12,14,16,21,16,16,18,20,14,23,25,18,22,23,14,19,19,18,24,26,18,12,26,19,18,13,20,18,25,17,12,21,22,17,26,14,17,16,14,18,13,21,20,17,15,16,14,12,21,19,16,15,22,19,12,22,11,17,23,19,17,16,15,19,19,15,19,16,18.43
2.15,19,23,15,17,13,12,20,24,28,12,18,16,20,21,19,16,14,28,16,30,18,22,28,20,32,24,26,15,27,14,19,14,15,21,12,18,24,15,19,21,20,23,23,21,22,21,13,18,17,18,28,25,17,12,28,21,18,19,17,18,24,18,19,20,21,14,18,14,13,15,18,22,16,16,19,17,13,16,8,15,16,18,17,15,27,25,12,19,14,13,22,21,20,18,15,20,19,18,22,18,18.89
2.2,17,24,14,15,15,14,15,26,22,17,19,15,16,22,9,16,17,29,17,23,20,21,22,19,25,26,28,11,25,15,17,11,23,22,10,16,19,12,16,20,22,22,20,20,21,26,16,15,17,22,25,15,17,13,27,15,19,16,15,17,21,18,14,20,21,12,17,17,17,12,17,19,15,11,22,20,14,12,7,14,14,14,21,14,32,27,14,24,14,15,27,20,21,18,15,22,17,20,24,17,18.3
2.25,16,23,16,20,15,15,13,20,15,13,20,15,11,19,10,19,19,32,12,17,21,22,21,20,20,26,21,15,24,18,19,11,23,18,9,13,19,12,18,19,19,18,22,20,19,20,14,18,22,24,24,18,14,14,30,17,25,12,19,17,21,18,14,17,18,13,16,17,17,20,19,19,15,15,19,17,14,13,15,13,16,19,25,19,23,26,17,23,17,15,29,18,22,18,13,23,19,18,29,14,18.28
2.3,19,19,18,18,17,17,13,17,18,11,21,13,14,20,8,26,18,30,13,22,22,16,23,28,14,28,22,19,19,19,22,14,16,15,12,13,17,17,23,22,20,21,19,20,17,19,13,14,19,27,21,19,20,16,27,20,20,15,17,15,19,18,15,13,17,17,20,11,19,17,21,18,14,18,24,17,16,11,19,14,16,20,26,18,26,26,13,25,17,19,29,22,21,16,17,17,17,16,28,14,18.53
2.35,16,20,20,21,17,15,12,20,22,14,22,16,13,19,9,29,17,29,12,23,21,22,20,26,17,22,25,20,18,17,24,13,18,8,12,15,20,18,25,20,19,21,22,14,19,14,13,13,15,26,16,18,19,18,30,21,22,18,17,13,20,16,15,15,19,20,24,11,19,15,18,17,14,21,23,16,19,11,20,15,19,17,24,19,28,22,14,23,18,24,24,17,20,15,16,17,15,18,29,14,18.56
2.4,9,19,19,23,18,15,12,21,21,13,19,19,17,17,14,23,9,34,14,27,24,24,18,22,19,21,24,16,22,18,27,12,24,11,14,15,22,17,31,22,20,22,22,19,20,14,13,12,15,27,16,21,25,16,27,20,24,20,11,12,22,12,17,16,19,19,18,12,15,12,16,16,16,20,27,24,16,15,20,15,18,21,23,20,29,17,14,18,15,21,26,15,19,19,16,17,14,21,28,13,18.73
2.45,11,16,21,21,19,13,20,20,17,13,19,17,18,20,15,23,12,33,11,20,18,15,19,23,18,20,21,16,27,19,20,17,22,16,14,20,25,10,27,21,21,19,24,24,22,20,17,12,18,33,23,15,27,13,26,16,19,19,11,15,22,12,15,16,23,21,25,13,16,11,15,14,17,17,23,23,13,16,18,18,18,19,26,18,27,17,15,22,13,18,27,16,22,23,12,18,12,19,24,11,18.66
2.5,13,16,19,15,18,18,20,16,14,13,21,19,17,20,16,21,13,30,10,19,17,13,18,23,16,20,22,14,24,22,17,16,26,16,10,20,28,14,22,19,20,12,25,27,23,19,24,13,19,29,27,14,27,14,20,14,14,14,8,17,24,19,14,17,23,21,23,21,16,12,14,16,12,15,19,22,17,17,19,15,17,21,24,16,30,20,21,18,14,19,25,17,20,20,10,19,14,19,24,13,18.42
2.55,16,14,19,13,21,17,18,14,16,11,18,15,19,20,16,23,18,34,10,21,21,15,22,18,17,21,23,12,24,24,22,13,22,17,17,22,26,16,22,19,17,13,31,25,16,19,24,16,24,30,26,11,23,11,24,15,19,14,10,13,23,22,15,17,22,17,24,21,14,19,12,17,8,16,18,19,19,17,22,20,18,12,20,14,22,20,18,15,15,20,20,18,23,21,12,19,14,17,19,10,18.36
2.6,18,17,19,19,21,18,16,16,13,9,19,15,17,18,18,22,16,31,16,24,20,21,15,19,20,21,24,16,26,18,23,14,19,21,21,21,22,18,19,17,15,13,35,22,16,27,21,16,21,26,23,13,23,11,29,13,24,17,12,13,20,20,12,21,19,18,22,20,16,18,11,16,13,13,18,16,12,15,19,18,18,13,15,13,25,20,20,16,19,21,18,22,22,18,12,15,16,15,17,10,18.29
2.65,20,17,21,11,18,14,15,19,10,9,22,16,14,14,16,22,17,31,17,22,19,24,14,20,20,22,23,25,21,20,24,14,21,24,23,22,18,23,22,19,17,13,29,20,20,29,21,17,21,25,21,17,27,9,31,13,23,20,10,14,22,18,14,17,23,16,28,24,19,18,14,15,16,16,20,15,14,21,17,20,20,16,17,16,24,23,17,16,20,22,22,16,22,17,13,18,14,13,20,11,18.84
2.7,18,21,21,14,16,14,12,17,12,8,26,17,13,17,15,20,13,23,14,20,19,25,15,16,24,17,20,35,20,17,29,18,20,21,16,26,20,20,18,17,17,18,35,19,16,25,25,20,20,26,27,15,28,17,26,12,19,24,17,12,18,16,17,19,24,17,25,23,15,14,20,16,21,13,24,13,20,19,15,24,20,16,18,17,19,24,16,13,17,22,24,13,21,19,12,19,17,12,22,9,18.85
2.75,19,21,21,13,19,18,14,20,9,16,24,21,17,15,15,16,10,27,16,17,19,19,16,21,22,16,19,31,21,16,24,17,25,20,15,26,18,16,16,20,16,16,31,19,16,25,20,14,19,33,29,19,31,17,21,13,16,26,14,17,20,20,18,17,24,11,24,21,12,13,19,16,21,11,28,14,17,20,16,22,22,17,19,17,17,24,17,15,15,20,29,13,17,26,9,14,18,14,24,10,18.78
2.8,20,28,20,14,17,23,19,20,13,19,21,17,13,17,13,14,10,25,16,21,13,14,19,19,14,13,19,29,22,25,20,16,22,20,13,24,16,15,14,19,15,14,25,15,14,23,19,14,18,29,25,15,23,20,20,9,13,24,15,20,22,24,25,16,23,11,20,17,12,15,18,15,24,7,26,17,14,15,15,22,20,17,21,21,14,25,14,19,12,17,28,6,16,25,9,14,22,12,25,13,18.04
2.85,22,26,22,13,12,22,22,15,13,19,20,19,15,15,16,17,13,25,11,23,12,16,19,21,15,16,17,29,19,21,18,15,21,18,13,25,15,15,17,21,10,13,28,11,17,27,17,15,16,23,20,15,16,21,24,11,13,22,13,17,21,19,22,18,19,9,20,21,17,14,18,14,19,7,27,15,13,13,16,21,19,16,18,20,16,20,15,21,7,18,27,10,13,23,10,16,20,16,27,14,17.61
2.9,20,30,20,13,10,17,17,15,16,14,22,15,13,19,20,16,14,27,11,23,9,15,13,22,16,19,20,27,14,20,17,15,20,17,13,28,12,15,17,20,12,9,31,12,16,24,17,12,17,20,18,15,14,17,25,13,14,22,10,14,19,18,21,22,19,16,19,19,18,16,19,18,21,6,31,16,16,12,11,20,16,17,19,21,18,18,20,19,10,14,21,14,13,21,12,14,20,17,27,12,17.33
2.95,21,26,20,13,16,16,19,12,12,14,18,14,15,23,24,14,13,29,13,24,7,17,15,16,19,21,26,28,19,21,19,16,23,14,13,27,15,13,22,16,13,11,29,16,19,22,24,13,18,17,19,19,19,17,22,13,13,22,13,11,20,15,17,22,15,14,16,18,16,13,15,19,21,10,28,14,19,8,13,21,11,15,15,20,24,15,15,12,10,10,22,17,9,18,12,15,22,14,23,14,17.2
3,21,22,22,16,21,14,16,16,15,14,21,13,13,24,25,16,12,31,21,23,8,11,15,18,23,20,30,30,17,18,19,14,20,12,15,24,14,13,21,17,17,10,26,18,19,21,24,12,15,19,20,14,19,14,20,15,14,18,15,14,19,11,18,23,16,20,17,17,14,16,14,20,23,10,26,18,22,14,11,18,12,15,13,20,24,13,15,12,9,10,23,20,10,17,11,17,24,13,25,16,17.45
3.05,19,25,18,15,21,14,17,15,12,18,16,23,12,25,18,15,11,28,19,20,12,8,20,16,29,17,30,25,17,22,21,18,22,13,13,24,13,13,18,17,17,10,29,19,19,21,24,13,20,24,23,14,21,21,18,16,12,18,20,21,15,16,24,20,18,16,16,15,15,19,15,19,28,12,25,22,18,11,15,11,14,17,14,20,23,16,13,13,6,12,19,16,14,23,12,23,20,14,28,15,17.91
3.1,22,27,16,15,17,15,15,13,17,25,16,20,10,22,16,15,16,31,14,22,12,10,20,17,32,20,30,25,19,21,21,18,22,16,13,24,11,16,15,17,18,9,26,19,19,21,18,12,16,24,21,18,21,23,18,17,13,19,18,23,14,20,19,21,22,18,19,21,13,22,16,24,29,12,25,20,14,14,11,13,13,20,19,18,19,14,13,19,9,13,16,13,14,21,15,23,19,19,26,20,18.26
